Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
04:59:00 18/07/2018,26.99,26.96,-0.1965,-0.1965,292.6,292.3,285.6,0.9483,1.153,1.365,18.03,88.32,1006,0.05,6.5,0.04,0,0,0,
05:59:00 18/07/2018,93.57,93.77,0.1617,0.1617,265.6,276.3,281.3,0.8,0.9567,1.125,18.54,88.49,1007,0,0,0,0,0,0,
06:59:00 18/07/2018,143.6,143.2,2.136,2.136,287.3,294.1,305.5,1.402,1.663,1.928,19.61,87.8,1007,0,0,0,0,0,0,
07:59:00 18/07/2018,271.2,257.2,26.22,26.22,299,311.5,294.3,1.58,1.967,2.34,20.65,84.88,1007,0,0,0,0,0,0,
08:59:00 18/07/2018,368.3,339.2,48.72,48.72,301.2,307.7,296,1.817,2.197,2.56,22.04,76.1,1007,0,0,0,0,0,0,
09:59:00 18/07/2018,478.6,403.3,103.1,103.1,298.5,304.8,305.6,2.408,2.862,3.312,22.78,73.11,1007,0,0,0,0,0,0,
10:59:00 18/07/2018,553.3,441.8,142.3,142.3,292,287.3,282.1,2.822,3.372,3.925,23.65,65.52,1007,0,0,0,0,0,0,
11:59:00 18/07/2018,402.6,396,12.13,12.13,306.6,307.6,307.5,2.453,2.972,3.49,24.1,60.1,1008,0,0,0,0,0,0,
12:59:00 18/07/2018,588.3,436.2,197.6,197.6,291.6,245.9,193.4,2.34,2.98,3.657,24.32,57.74,1008,0,0,0,0,0,0,
13:59:00 18/07/2018,481,338.2,199.1,199.1,299.8,258.7,235.5,2.435,3.19,3.978,24.19,58.56,1008,0,0,0,0,0,0,
14:59:00 18/07/2018,370.8,255.7,182.2,182.2,294.3,286,271,2.662,3.368,4.075,23.42,61.49,1008,0,0,0,0,0,0,
15:59:00 18/07/2018,287.3,217.6,139.2,139.2,304,289.2,227.1,2.257,2.76,3.26,22.86,64.19,1008,0,0,0,0,0,0,
16:59:00 18/07/2018,243.9,173.2,180.9,180.9,287.5,265.8,225.8,2.07,2.658,3.253,22.8,64.58,1008,0,0,0,0,0,0,
17:59:00 18/07/2018,196,120.1,310.8,310.8,280.8,254,155.7,1.728,2.185,2.688,22.84,62.69,1008,0,0,0,0,0,0,
18:59:00 18/07/2018,100.3,63.79,267.3,267.3,290.3,236.3,183.9,1.997,2.565,3.143,22.57,56.64,1008,0,0,0,0,0,0,
19:59:00 18/07/2018,14.55,13.51,24.56,24.56,307.8,276.8,223.6,1.74,2.29,2.805,21.51,62.15,1009,0,0,0,0,0,0,
20:59:00 18/07/2018,-1.305,-1.338,-0.3784,-0.3784,309,299.2,291.9,2.607,3.155,3.71,20.39,77.26,1009,0,0,0,0,0,0,
21:59:00 18/07/2018,-1.226,-1.253,-0.2682,-0.2682,313.7,303,274,2.703,3.358,3.928,19.76,78.6,1009,0,0,0,0,0,0,
22:59:00 18/07/2018,-0.6768,-0.6879,-0.1339,-0.1339,296.2,292.7,265.8,2.277,2.888,3.485,19.33,76.2,1010,0,0,0,0,0,0,
23:59:00 18/07/2018,-0.7986,-0.7981,-0.1564,-0.1564,309.9,283.5,257.4,2.33,2.895,3.433,18.83,76.18,1010,0,0,0,0,0,0,
00:59:00 19/07/2018,-1.081,-1.101,-0.2379,-0.2379,309.8,315.1,296.4,2.007,2.468,2.952,18.31,77.59,1010,0,0,0,0,0,0,
01:59:00 19/07/2018,-1.224,-1.255,-0.2693,-0.2693,308.6,316.4,289.3,2.128,2.64,3.123,17.91,76.49,1010,0,0,0,0,0,0,
02:59:00 19/07/2018,-0.8444,-0.907,-0.4493,-0.4493,303.6,314.4,324.6,1.917,2.32,2.698,17.13,76.96,1010,0,0,0,0,0,0,
03:59:00 19/07/2018,17.78,17.78,-0.2195,-0.2195,304.1,310.5,315.7,1.888,2.288,2.7,16.64,76.72,1010,0,0,0,0,0,0,
04:59:00 19/07/2018,75.16,73.49,11.27,11.27,301,314.2,314.8,2.362,2.927,3.477,16.9,75.18,1010,0,0,0,0,0,0,
05:59:00 19/07/2018,87.41,83.93,10.94,10.94,303,317.1,301.1,2.622,3.117,3.602,17.21,74.85,1010,0,0,0,0,0,0,
06:59:00 19/07/2018,294.2,190,230.3,230.3,301.2,309,310.3,2.725,3.39,4.067,18.29,71.48,1010,0,0,0,0,0,0,
07:59:00 19/07/2018,443.2,212.2,397.8,397.8,309,287.9,272.8,2.683,3.282,3.888,19.34,64.91,1010,0,0,0,0,0,0,
08:59:00 19/07/2018,642.6,128.4,762.4,762.4,305.6,286.6,285.5,2.483,3.133,3.722,20.53,57.29,1010,0,0,0,0,0,0,
09:59:00 19/07/2018,714,147.7,742,742,291.9,298.8,300.2,2.888,3.473,4.077,21.19,53.99,1010,0,0,0,0,0,0,
10:59:00 19/07/2018,755.4,153.5,752.6,752.6,282.5,294.3,290.4,2.452,3.068,3.68,21.52,52.12,1010,0,0,0,0,0,0,
11:59:00 19/07/2018,796.3,117,839.1,839.1,296.2,295.2,292.6,2.46,3.045,3.62,22,49.38,1010,0,0,0,0,0,0,
12:59:00 19/07/2018,773.8,100.4,858.3,858.3,278,287.8,286.2,2.48,3.082,3.658,22.47,44.38,1010,0,0,0,0,0,0,
13:59:00 19/07/2018,707.8,90.07,853.7,853.7,283.1,289.8,284.5,2.542,3.123,3.727,22.61,39.93,1010,0,0,0,0,0,0,
14:59:00 19/07/2018,605.4,81.33,827.2,827.2,295.2,273.3,256.6,2.182,2.705,3.215,22.86,37.36,1010,0,0,0,0,0,0,
15:59:00 19/07/2018,479.1,74.83,776.2,776.2,291.6,300.9,287.9,2.063,2.592,3.103,23.02,39.41,1010,0,0,0,0,0,0,
16:59:00 19/07/2018,338,66.56,690.8,690.8,299.2,288,272,2.232,2.68,3.122,22.28,44.63,1009,0,0,0,0,0,0,
17:59:00 19/07/2018,199.2,50.86,572.4,572.4,303.2,315.1,303.2,2.115,2.583,3,21.56,47.47,1009,0,0,0,0,0,0,
18:59:00 19/07/2018,77.37,29.67,356.5,356.5,302.6,308.2,313.9,1.87,2.28,2.653,20.87,49.42,1009,0,0,0,0,0,0,
19:59:00 19/07/2018,7.567,5.043,59.62,59.62,303,313.5,311.7,1.427,1.675,1.93,19.68,52.36,1009,0,0,0,0,0,0,
20:59:00 19/07/2018,-2.951,-3.008,-0.7703,-0.7703,301.6,312,322.2,1.087,1.31,1.52,18.33,59.41,1009,0,0,0,0,0,0,
21:59:00 19/07/2018,-2.835,-2.879,-0.7925,-0.7925,300.4,311.5,322,0.8417,1.057,1.272,17.55,67.92,1009,0,0,0,0,0,0,
22:59:00 19/07/2018,-2.399,-2.464,-0.7877,-0.7877,297.5,310.6,316.9,1.007,1.227,1.43,17.01,71.15,1009,0,0,0,0,0,0,
23:59:00 19/07/2018,-2.322,-2.402,-0.735,-0.735,292.7,303.6,314.3,1.532,1.82,2.108,16.46,74.19,1009,0,0,0,0,0,0,
00:59:00 20/07/2018,-2.39,-2.465,-0.6732,-0.6732,293.2,304.2,314.3,1.687,2.077,2.43,15.99,75.56,1009,0,0,0,0,0,0,
01:59:00 20/07/2018,-2.642,-2.705,-0.7786,-0.7786,276,288.8,295.4,1.29,1.555,1.805,15.2,79.6,1009,0,0,0,0,0,0,
02:59:00 20/07/2018,-1.06,-1.146,-0.6608,-0.6608,274,290.4,307.7,1.41,1.747,2.095,14.48,82.49,1009,0,0,0,0,0,0,
03:59:00 20/07/2018,29.69,17.22,151,151,295.8,305.2,314.4,1.888,2.222,2.568,14.48,81.99,1009,0,0,0,0,0,0,
04:59:00 20/07/2018,131.6,41.43,484.6,484.6,293.6,306.2,312.4,1.983,2.407,2.823,15.14,77.7,1008,0,0,0,0,0,0,
05:59:00 20/07/2018,269.2,57.53,669.7,669.7,296.6,304,310.8,2.112,2.565,3,16.11,72.63,1008,0,0,0,0,0,0,
06:59:00 20/07/2018,420.4,69.51,782.7,782.7,272.4,291.2,298,1.863,2.39,2.895,17.34,65.03,1008,0,0,0,0,0,0,
07:59:00 20/07/2018,540,105.9,765.8,765.8,267.6,281.2,287.2,2.205,2.828,3.382,18.18,58.66,1008,0,0,0,0,0,0,
08:59:00 20/07/2018,639.8,116.2,773.8,773.8,277,291.2,305.5,2.38,2.96,3.497,18.76,54.93,1008,0,0,0,0,0,0,
09:59:00 20/07/2018,742.7,97.27,857.5,857.5,260.1,276,267.8,2.028,2.563,3.068,19.98,52.22,1008,0,0,0,0,0,0,
10:59:00 20/07/2018,812.8,87,908.9,908.9,282.2,290.2,291.6,2.702,3.218,3.755,20.58,50.34,1008,0,0,0,0,0,0,
11:59:00 20/07/2018,819.7,93.45,898.5,898.5,279.5,287.9,291.5,2.6,3.262,3.923,21.21,48.99,1008,0,0,0,0,0,0,
12:59:00 20/07/2018,791.5,93.03,891.8,891.8,297.5,301,261.8,2.778,3.398,4.063,21.8,44.91,1007,0,0,0,0,0,0,
13:59:00 20/07/2018,720.7,86.33,877,877,301,299.3,296.9,2.9,3.738,4.507,22.36,41.31,1007,0,0,0,0,0,0,
14:59:00 20/07/2018,618.7,114.5,744.8,744.8,292.7,287.3,298.4,2.63,3.315,4.002,22.68,40.34,1007,0,0,0,0,0,0,
15:59:00 20/07/2018,492.3,69.62,813.9,813.9,278.9,289,247.8,2.422,3.162,3.885,22.79,40.48,1007,0,0,0,0,0,0,
16:59:00 20/07/2018,349.4,60.93,737.3,737.3,299.4,295,255.6,2.402,3.147,3.868,22.5,38.04,1006,0,0,0,0,0,0,
17:59:00 20/07/2018,204.8,49.03,606.4,606.4,305.3,290.9,277.1,2.363,2.913,3.49,22.08,43.1,1006,0,0,0,0,0,0,
18:59:00 20/07/2018,76.62,28.56,295.4,295.4,315.6,320.5,301.2,1.622,2.015,2.365,21.29,46.89,1007,0,0,0,0,0,0,
19:59:00 20/07/2018,4.981,3.677,33.56,33.56,296.1,306.2,315,1.323,1.588,1.862,19.77,53.1,1007,0,0,0,0,0,0,
20:59:00 20/07/2018,-3.385,-3.434,-0.9837,-0.9837,283.6,294.4,305.2,0.9683,1.188,1.412,18.33,60.28,1007,0,0,0,0,0,0,
21:59:00 20/07/2018,-2.985,-3.036,-1.051,-1.051,271.1,279.7,288,1.257,1.463,1.675,17.02,69.42,1007,0,0,0,0,0,0,
22:59:00 20/07/2018,-2.64,-2.679,-0.9789,-0.9789,268.4,278.4,282.9,1.19,1.422,1.653,16.3,75.86,1007,0,0,0,0,0,0,
23:59:00 20/07/2018,-2.519,-2.577,-0.9883,-0.9883,272.4,281.9,290.7,1.167,1.38,1.6,15.96,77.52,1007,0,0,0,0,0,0,
00:59:00 21/07/2018,-2.428,-2.431,-1.004,-1.004,259.9,268.8,277.8,1.31,1.512,1.703,15.31,80.09,1007,0,0,0,0,0,0,
01:59:00 21/07/2018,-2.413,-2.459,-0.9499,-0.9499,264.4,273.2,282.3,1.3,1.523,1.75,14.99,83.39,1007,0,0,0,0,0,0,
02:59:00 21/07/2018,-1.113,-1.166,-0.8723,-0.8723,261.1,269.1,277.2,1.208,1.393,1.577,14.78,84.04,1006,0,0,0,0,0,0,
03:59:00 21/07/2018,27.44,19.77,100.1,100.1,265.6,275.8,284.7,1.262,1.485,1.698,14.66,83.18,1006,0,0,0,0,0,0,
04:59:00 21/07/2018,116.7,56.46,327.7,327.7,272.6,277.4,290.2,1.162,1.412,1.685,15.72,76.26,1006,0,0,0,0,0,0,
05:59:00 21/07/2018,242.3,90.63,486.9,486.9,279.2,291.5,304.5,1.378,1.707,2.02,17.64,68.35,1006,0,0,0,0,0,0,
06:59:00 21/07/2018,377.8,113.2,594.1,594.1,298.6,306.4,308.6,1.985,2.41,2.863,19.38,58.69,1007,0,0,0,0,0,0,
07:59:00 21/07/2018,524,117.5,715.3,715.3,289.4,303.2,305.4,2.135,2.618,3.097,20.81,50.94,1007,0,0,0,0,0,0,
08:59:00 21/07/2018,641.5,117.7,780.1,780.1,283.2,297,292,1.877,2.392,2.865,22.05,44.97,1007,0,0,0,0,0,0,
09:59:00 21/07/2018,732.2,115.8,821.6,821.6,286.8,295.8,293,2.073,2.598,3.075,23.06,41.26,1007,0,0,0,0,0,0,
10:59:00 21/07/2018,788.6,112.3,848.7,848.7,280.8,289.2,279.7,1.975,2.46,2.985,23.94,37.53,1007,0,0,0,0,0,0,
11:59:00 21/07/2018,804,107.5,862.9,862.9,287.9,282.7,259.5,2.08,2.698,3.312,24.45,32.83,1006,0,0,0,0,0,0,
12:59:00 21/07/2018,777.5,98,868.8,868.8,295.3,291.8,289.9,2.425,2.998,3.545,24.76,31.18,1006,0,0,0,0,0,0,
13:59:00 21/07/2018,705.2,93.17,849.9,849.9,283,299.3,284.4,2.218,2.743,3.263,25.19,30.3,1006,0,0,0,0,0,0,
14:59:00 21/07/2018,598.5,97.47,794.9,794.9,260.5,274.6,288.5,2.705,3.388,4.002,25.33,30.05,1006,0,0,0,0,0,0,
15:59:00 21/07/2018,470.3,96.78,723.3,723.3,271.3,289.7,296.4,2.358,2.947,3.562,25.19,30.35,1006,0,0,0,0,0,0,
16:59:00 21/07/2018,329.4,79.31,645.6,645.6,270.4,288.1,297.4,2.303,2.93,3.495,24.99,34.73,1006,0,0,0,0,0,0,
17:59:00 21/07/2018,192,55.56,535.9,535.9,262,276.5,289.3,1.708,2.182,2.663,24.66,36.13,1005,0,0,0,0,0,0,
18:59:00 21/07/2018,64.42,30.23,252.6,252.6,148.5,161.2,174.8,1.543,1.823,2.093,22.61,47.8,1005,0.01,0.3333,0.01,0,0,0,
19:59:00 21/07/2018,2.468,2.557,1.905,1.905,87.68,95.07,102.8,1.227,1.423,1.595,20.67,53.08,1005,0,0,0,0,0,0,
20:59:00 21/07/2018,-3.317,-3.143,-0.6435,-0.6435,118,126.9,136.4,0.5083,0.625,0.745,19.84,54.4,1005,0,0,0,0,0,0,
21:59:00 21/07/2018,-3.08,-2.93,-0.6908,-0.6908,152.5,160.2,168.2,0.2683,0.3767,0.48,18.25,61.04,1006,0,0,0,0,0,0,
22:59:00 21/07/2018,-2.492,-2.383,-0.6094,-0.6094,125.6,129.7,138.9,0.2533,0.3417,0.4267,17.13,66.92,1005,0,0,0,0,0,0,
23:59:00 21/07/2018,-2.098,-1.972,-0.4242,-0.4242,144.2,149.7,156,0.3933,0.4667,0.57,17.8,63.97,1005,0,0,0,0,0,0,
00:59:00 22/07/2018,-2.498,-2.273,-0.6274,-0.6274,144.4,154.8,165.1,0.4317,0.5417,0.65,16.66,70.39,1005,0,0,0,0,0,0,
01:59:00 22/07/2018,-1.834,-1.786,-0.8973,-0.8973,257.5,265.8,268.1,0.6233,0.7167,0.8183,15.92,76.67,1005,0,0,0,0,0,0,
02:59:00 22/07/2018,-0.2407,-0.1707,-0.6873,-0.6873,227.2,236.6,246.2,0.9333,1.117,1.297,16.48,73.16,1005,0,0,0,0,0,0,
03:59:00 22/07/2018,32.58,28.1,62.01,62.01,245.6,255,264.9,0.9683,1.145,1.333,16.5,73.17,1005,0,0,0,0,0,0,
04:59:00 22/07/2018,76.72,72.03,33.29,33.29,256.6,270.6,284.5,0.88,1.118,1.337,17.21,75.6,1005,0,0,0,0,0,0,
05:59:00 22/07/2018,180.7,164.6,55.32,55.32,274.8,288.1,301.5,1.228,1.518,1.808,18.51,77.31,1005,0,0,0,0,0,0,
06:59:00 22/07/2018,176,160.6,39.13,39.13,292.7,303.5,309.4,1.415,1.725,2.028,19.74,69.03,1006,0,0,0,0,0,0,
07:59:00 22/07/2018,400.6,226,298.6,298.6,290.1,303.8,304.8,1.593,1.927,2.227,20.59,56.97,1006,0,0,0,0,0,0,
08:59:00 22/07/2018,548.4,352.9,306.5,306.5,280.5,270.8,274.2,1.473,1.835,2.21,22.64,42.49,1006,0,0,0,0,0,0,
09:59:00 22/07/2018,408.3,352.5,82.21,82.21,237.2,244.4,251.4,1.563,1.925,2.275,22.93,46.37,1006,0,0,0,0,0,0,
10:59:00 22/07/2018,366.7,368.8,4.025,4.025,84.07,86.68,96.38,1.518,1.773,2.033,21.56,60.75,1006,0,0,0,0,0,0,
11:59:00 22/07/2018,466,462.7,13,13,137.3,126.7,128.5,1.342,1.588,1.823,22.95,53.92,1006,0,0,0,0,0,0,
12:59:00 22/07/2018,301.2,299.8,7.603,7.603,74.57,84.52,94.58,2.202,2.547,2.913,22.75,54.56,1006,0,0,0,0,0,0,
13:59:00 22/07/2018,347.2,305.4,61.69,61.69,79.77,83.22,87.07,2.108,2.45,2.785,22.15,55.72,1006,0,0,0,0,0,0,
14:59:00 22/07/2018,198.1,197.6,3.111,3.111,74.52,70.33,77.75,1.715,2.093,2.425,21.68,59.92,1006,0,0,0,0,0,0,
15:59:00 22/07/2018,427.3,152.2,544.5,544.5,56.78,59.52,68.83,1.81,2.048,2.297,22.63,53.13,1006,0,0,0,0,0,0,
16:59:00 22/07/2018,321.8,99.09,579.3,579.3,78.83,87.18,96.28,1.778,2.075,2.378,23.39,51.16,1006,0,0,0,0,0,0,
17:59:00 22/07/2018,182.4,63.46,472.1,472.1,79.35,81.48,84.9,1.497,1.738,1.98,22.71,54.51,1006,0,0,0,0,0,0,
18:59:00 22/07/2018,61.29,30.25,228.5,228.5,50.68,59.65,68,1.115,1.305,1.5,21.62,60.87,1006,0,0,0,0,0,0,
19:59:00 22/07/2018,3.878,3.3,22.15,22.15,94.48,85.32,94.8,0.535,0.6467,0.7633,20.39,68.8,1006,0,0,0,0,0,0,
20:59:00 22/07/2018,-2.816,-2.705,-0.681,-0.681,192.7,197.7,207.2,0.2883,0.3733,0.4533,19.16,74.17,1006,0,0,0,0,0,0,
21:59:00 22/07/2018,-2.621,-2.696,-0.6307,-0.6307,122.6,118.6,120.2,0.405,0.5083,0.6117,17.87,79.75,1007,0,0,0,0,0,0,
22:59:00 22/07/2018,-2.302,-2.352,-0.5611,-0.5611,101.2,90.3,73,0.475,0.5967,0.725,17.32,81.15,1007,0,0,0,0,0,0,
23:59:00 22/07/2018,-2.093,-2.187,-0.744,-0.744,278.6,244,203.6,0.475,0.5817,0.68,16.97,79.98,1007,0,0,0,0,0,0,
00:59:00 23/07/2018,-2.068,-2.05,-0.7946,-0.7946,283.4,288.6,294.1,0.7883,0.89,0.9983,16.17,83.1,1007,0,0,0,0,0,0,
01:59:00 23/07/2018,-1.952,-1.836,-0.8654,-0.8654,269.4,276.2,283.4,0.8767,1.008,1.137,16.14,81.05,1007,0,0,0,0,0,0,
02:59:00 23/07/2018,-0.7299,-0.6867,-0.785,-0.785,276.4,285.5,294.1,0.9417,1.113,1.282,16.08,82.35,1007,0,0,0,0,0,0,
03:59:00 23/07/2018,25.3,17.03,102.9,102.9,272.9,282,290.3,0.8717,0.9983,1.137,16.03,83.09,1008,0,0,0,0,0,0,
04:59:00 23/07/2018,118.4,56.36,348.8,348.8,270.3,282.9,294.1,1.05,1.3,1.54,17.04,82.42,1008,0,0,0,0,0,0,
05:59:00 23/07/2018,236.4,96.98,461.5,461.5,281.2,295,303.2,1.74,2.115,2.46,18.72,77.79,1008,0,0,0,0,0,0,
06:59:00 23/07/2018,357.9,133.4,495.3,495.3,262.7,277.4,278.6,1.738,2.202,2.658,19.7,73.27,1008,0,0,0,0,0,0,
07:59:00 23/07/2018,346.5,277.9,137.1,137.1,258.9,278,288,2.167,2.762,3.317,20.41,68.63,1008,0,0,0,0,0,0,
08:59:00 23/07/2018,383.9,369.4,26.2,26.2,263.7,283,289.6,2.252,2.835,3.422,20.65,68.34,1008,0,0,0,0,0,0,
09:59:00 23/07/2018,334.2,330.7,8.411,8.411,281.4,297.3,312.7,2.25,2.83,3.38,20.7,67.42,1009,0,0,0,0,0,0,
10:59:00 23/07/2018,280.1,281.2,1.43,1.43,281.6,295.5,308.9,2.358,2.817,3.285,20.62,65.51,1009,0,0,0,0,0,0,
11:59:00 23/07/2018,329.3,300,39.27,39.27,280.1,286.1,287.1,1.643,2.01,2.368,21.04,64.12,1009,0,0,0,0,0,0,
12:59:00 23/07/2018,565.6,347.5,282.8,282.8,282.4,291.1,292.5,2.047,2.475,2.935,22.85,55.82,1009,0,0,0,0,0,0,
13:59:00 23/07/2018,577.9,276.6,424.7,424.7,288.7,304.1,299.7,2.192,2.76,3.31,23.79,54.06,1009,0,0,0,0,0,0,
14:59:00 23/07/2018,578.1,206.8,593.8,593.8,279.4,289.4,286.5,2.04,2.575,3.087,24.72,52.29,1009,0,0,0,0,0,0,
15:59:00 23/07/2018,377.9,172.7,396.5,396.5,280.1,276.3,255.6,1.865,2.262,2.692,23.73,50.68,974.4,0,0,0,0,0,0,
16:59:00 23/07/2018,281.2,146.6,372.7,372.7,281.7,297.4,303.3,2.2,2.723,3.23,25.06,52.64,1008,0,0,0,0,0,0,
17:59:00 23/07/2018,177.2,92.15,318.1,318.1,296.4,295.3,277,2.187,2.632,3.082,25.04,53.35,1008,0,0,0,0,0,0,
18:59:00 23/07/2018,46.43,41.21,52.82,52.82,298.9,295.8,267.7,1.378,1.705,2.038,23.98,56.73,1009,0,0,0,0,0,0,
19:59:00 23/07/2018,3.991,3.395,20.66,20.66,298.8,285.1,267.4,0.58,0.7367,0.9033,22.98,60.68,1009,0,0,0,0,0,0,
20:59:00 23/07/2018,-2.743,-2.681,-0.8477,-0.8477,289.2,300.3,305.1,0.6733,0.8083,0.9483,21.77,66.31,1009,0,0,0,0,0,0,
21:59:00 23/07/2018,-2.252,-2.234,-0.8579,-0.8579,273.3,279.7,286.1,0.93,1.07,1.205,20.73,71.12,1009,0,0,0,0,0,0,
22:59:00 23/07/2018,-1.959,-1.987,-0.7746,-0.7746,271.9,277.4,282.8,1.09,1.238,1.383,20.07,75.7,1010,0,0,0,0,0,0,
23:59:00 23/07/2018,-1.803,-1.813,-0.7322,-0.7322,274.7,281.6,288.6,0.965,1.117,1.257,19.49,79.85,1010,0,0,0,0,0,0,
00:59:00 24/07/2018,-1.495,-1.495,-0.5688,-0.5688,316.7,325,302.8,0.5033,0.6133,0.7367,19.57,80.73,1010,0,0,0,0,0,0,
01:59:00 24/07/2018,-1.903,-1.946,-0.6808,-0.6808,307.5,289.4,277.3,0.635,0.745,0.845,19.02,84.51,1009,0,0,0,0,0,0,
02:59:00 24/07/2018,-0.8428,-0.8957,-0.6227,-0.6227,287.3,293.4,281.3,0.9383,1.083,1.215,18.24,88.3,1009,0,0,0,0,0,0,
03:59:00 24/07/2018,27.01,17.48,85.06,85.06,279.8,286.7,293.6,0.7117,0.845,0.9883,17.79,91.38,1009,0,0,0,0,0,0,
04:59:00 24/07/2018,122,48.15,383.5,383.5,276.7,285.9,295,0.64,0.78,0.9183,18.99,87.17,1010,0,0,0,0,0,0,
05:59:00 24/07/2018,239.1,64.76,572.4,572.4,203.4,183.5,158.7,0.51,0.68,0.8533,21.14,77.27,1010,0,0,0,0,0,0,
06:59:00 24/07/2018,382,85,677.6,677.6,246.4,242.2,238.5,0.7867,1.005,1.215,22.82,67.19,1010,0,0,0,0,0,0,
07:59:00 24/07/2018,517.6,94.09,752.3,752.3,220.4,234.6,243.9,1.143,1.43,1.715,24.07,62.16,1010,0,0,0,0,0,0,
08:59:00 24/07/2018,450.3,162.5,443.3,443.3,217.2,220.9,237,1.21,1.522,1.827,24.73,59.47,1010,0,0,0,0,0,0,
09:59:00 24/07/2018,666.7,170.3,659.7,659.7,119.6,132.1,144.1,2.077,2.488,2.897,24.49,62.61,1009,0,0,0,0,0,0,
10:59:00 24/07/2018,758.3,197.5,708.2,708.2,205.3,207.1,217.3,1.225,1.593,1.982,26.8,51.21,1009,0,0,0,0,0,0,
11:59:00 24/07/2018,639.8,242.5,498.5,498.5,88.58,96.52,104.4,3.148,3.548,3.957,25.27,59.4,1009,0,0,0,0,0,0,
12:59:00 24/07/2018,568,233.2,433.5,433.5,91.63,100.6,109.8,2.843,3.263,3.682,25.52,57.87,1009,0,0,0,0,0,0,
13:59:00 24/07/2018,700.3,160.1,754.6,754.6,82.22,73.15,86.87,2.267,2.683,3.067,25.83,55.68,1009,0,0,0,0,0,0,
14:59:00 24/07/2018,575.5,97.68,763.4,763.4,61.73,67.02,79,2.348,2.833,3.28,25.74,56.61,1009,0,0,0,0,0,0,
15:59:00 24/07/2018,452.6,83.32,721,721,78.63,81.88,84.02,2.11,2.567,2.995,25.58,58.72,1009,0,0,0,0,0,0,
16:59:00 24/07/2018,319.2,61.21,674.7,674.7,72.98,71.63,82.65,2.065,2.39,2.708,25.19,58.06,1009,0,0,0,0,0,0,
17:59:00 24/07/2018,184.2,42.68,572.7,572.7,87.42,75.08,75.13,1.578,1.852,2.125,25,56.89,1008,0,0,0,0,0,0,
18:59:00 24/07/2018,65.07,22.12,334,334,67.42,71.83,76.02,0.8867,1.06,1.227,24.71,57.48,1008,0,0,0,0,0,0,
19:59:00 24/07/2018,2.815,1.683,38.12,38.12,67.47,70.32,79.07,0.43,0.5433,0.6483,23.44,62.18,1008,0,0,0,0,0,0,
20:59:00 24/07/2018,-3.441,-3.214,-0.7575,-0.7575,138.7,147.4,164.3,0.25,0.35,0.4483,21.62,69.82,1009,0,0,0,0,0,0,
21:59:00 24/07/2018,-2.572,-2.532,-0.7227,-0.7227,225.8,225.6,207.4,0.3467,0.4317,0.52,20.28,75.78,1009,0,0,0,0,0,0,
22:59:00 24/07/2018,-2.109,-2.008,-0.5697,-0.5697,143.4,146.4,155.4,0.2817,0.3667,0.4667,19.51,78.75,1009,0,0,0,0,0,0,
23:59:00 24/07/2018,-2.059,-2.118,-0.5377,-0.5377,64.02,54.07,56.5,0.54,0.6517,0.76,19.08,79.8,1009,0,0,0,0,0,0,
00:59:00 25/07/2018,-1.727,-1.922,-0.4917,-0.4917,157.6,125.6,105.4,0.7067,0.845,0.9917,18.92,79.13,1009,0,0,0,0,0,0,
01:59:00 25/07/2018,-2.122,-2.172,-0.5071,-0.5071,101.3,95.18,100.6,0.7717,0.8983,1.02,18.34,82.71,1009,0,0,0,0,0,0,
02:59:00 25/07/2018,-0.998,-1.223,-0.5005,-0.5005,171.7,177.7,171.2,0.8717,1.022,1.157,18.48,86.34,1009,0,0,0,0,0,0,
03:59:00 25/07/2018,27.14,13.63,157.8,157.8,147,138.6,148,0.555,0.6583,0.7733,17.88,89.85,1009,0,0,0,0,0,0,
04:59:00 25/07/2018,119.8,36.93,470.7,470.7,206.5,214.1,204,0.6133,0.7717,0.92,19.16,87.27,1010,0,0,0,0,0,0,
05:59:00 25/07/2018,242.8,48.09,642.2,642.2,188.2,150.3,136.8,0.385,0.535,0.6933,21.9,76.57,1010,0,0,0,0,0,0,
06:59:00 25/07/2018,378.6,56.78,736.8,736.8,134.1,120.8,113.8,0.715,0.9017,1.082,24.52,59.71,1010,0,0,0,0,0,0,
07:59:00 25/07/2018,514.4,66.13,799.9,799.9,121.6,104,103.7,0.7367,0.955,1.155,26.09,51.79,1010,0,0,0,0,0,0,
08:59:00 25/07/2018,623.6,72.7,828.9,828.9,194.2,189.5,172.2,0.885,1.133,1.375,27.76,43.94,1010,0,0,0,0,0,0,
09:59:00 25/07/2018,712.8,72.33,860.9,860.9,118.1,121.2,125.7,1.047,1.292,1.537,28.64,42.08,1010,0,0,0,0,0,0,
10:59:00 25/07/2018,765.6,80.92,864.7,864.7,80.05,79.73,91.32,2.14,2.523,2.915,28.95,41.84,1010,0,0,0,0,0,0,
11:59:00 25/07/2018,777.1,99.04,845.2,845.2,78.42,73.6,81.7,2.293,2.683,3.072,29.21,41.13,1010,0,0,0,0,0,0,
12:59:00 25/07/2018,749.2,106.6,826.8,826.8,67.17,71.68,83.2,2.755,3.228,3.725,29.25,42.54,1010,0,0,0,0,0,0,
