Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
00:59:00 01/01/2018,-0.1874,-0.2246,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-0.03316,-1.99,-0.03316,-0.03316,-1.99,-0.03316,-0.03316,
01:59:00 01/01/2018,-0.5525,-0.505,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-0.1264,-7.582,-0.1264,-0.1264,-7.582,-0.1264,-0.1264,
02:59:00 01/01/2018,-0.1589,-0.1755,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-0.0376,-2.256,-0.0376,-0.0376,-2.256,-0.0376,-0.0376,
03:59:00 01/01/2018,-0.1332,-0.149,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-0.09707,-5.824,-0.09707,-0.09707,-5.824,-0.09707,-0.09707,
04:59:00 01/01/2018,-0.2364,-0.2008,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-0.1826,-10.95,-0.1826,-0.1826,-10.95,-0.1826,-0.1826,
05:59:00 01/01/2018,0.007509,-0.1612,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-0.1503,-9.018,-0.1503,-0.1503,-9.018,-0.1503,-0.1503,
06:59:00 01/01/2018,0.1726,-0.03002,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-0.1973,-11.84,-0.1973,-0.1973,-11.84,-0.1973,-0.1973,
07:59:00 01/01/2018,1.905,2.074,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-0.3739,-22.43,-0.3739,-0.3739,-22.43,-0.3739,-0.3739,
08:59:00 01/01/2018,8.68,9.036,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-0.3257,-19.54,-0.3257,-0.3257,-19.54,-0.3257,-0.3257,
09:59:00 01/01/2018,43.96,44.6,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-0.1056,-6.338,-0.1056,-0.1056,-6.338,-0.1056,-0.1056,
10:59:00 01/01/2018,58.12,58.94,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,7.245,0.1208,0.1208,7.245,0.1208,0.1208,
11:59:00 01/01/2018,37.72,38.32,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-0.1385,-8.308,-0.1385,-0.1385,-8.308,-0.1385,-0.1385,
12:59:00 01/01/2018,17.21,17.54,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-0.3343,-20.06,-0.3343,-0.3343,-20.06,-0.3343,-0.3343,
13:59:00 01/01/2018,23.39,23.59,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,0.04131,2.479,0.04131,0.04131,2.479,0.04131,0.04131,
14:59:00 01/01/2018,11.61,11.93,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-0.1887,-11.32,-0.1887,-0.1887,-11.32,-0.1887,-0.1887,
15:59:00 01/01/2018,-1.098,-0.885,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-0.3492,-20.95,-0.3492,-0.3492,-20.95,-0.3492,-0.3492,
16:59:00 01/01/2018,-1.851,-1.552,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-0.5022,-30.13,-0.5022,-0.5022,-30.13,-0.5022,-0.5022,
17:59:00 01/01/2018,-1.756,-1.469,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-0.3733,-22.4,-0.3733,-0.3733,-22.4,-0.3733,-0.3733,
18:59:00 01/01/2018,-1.247,-1.033,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-0.2094,-12.57,-0.2094,-0.2094,-12.57,-0.2094,-0.2094,
19:59:00 01/01/2018,-0.6142,-0.5089,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-0.06069,-3.641,-0.06069,-0.06069,-3.641,-0.06069,-0.06069,
20:59:00 01/01/2018,-0.837,-0.6916,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-0.1165,-6.992,-0.1165,-0.1165,-6.992,-0.1165,-0.1165,
21:59:00 01/01/2018,-1.251,-1.031,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-0.1949,-11.7,-0.1949,-0.1949,-11.7,-0.1949,-0.1949,
22:59:00 01/01/2018,-0.5937,-0.4861,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-0.05213,-3.128,-0.05213,-0.05213,-3.128,-0.05213,-0.05213,
23:59:00 01/01/2018,-0.566,-0.4629,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-0.02114,-1.268,-0.02114,-0.02114,-1.268,-0.02114,-0.02114,
00:59:00 02/01/2018,-0.3863,-0.3139,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,2.184,0.0364,0.0364,2.184,0.0364,0.0364,
01:59:00 02/01/2018,-0.4631,-0.3947,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.004657,-0.2794,-0.004657,-0.004657,-0.2794,-0.004657,-0.004657,
02:59:00 02/01/2018,-1.518,-1.289,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-0.4176,-25.06,-0.4176,-0.4176,-25.06,-0.4176,-0.4176,
03:59:00 02/01/2018,-0.8884,-0.7342,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-0.1215,-7.291,-0.1215,-0.1215,-7.291,-0.1215,-0.1215,
04:59:00 02/01/2018,-0.6523,-0.5501,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.006376,-0.3826,-0.006376,-0.006376,-0.3826,-0.006376,-0.006376,
05:59:00 02/01/2018,-0.8588,-0.6411,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-0.06946,-4.167,-0.06946,-0.06946,-4.167,-0.06946,-0.06946,
06:59:00 02/01/2018,-1.421,-1.121,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-0.2537,-15.22,-0.2537,-0.2537,-15.22,-0.2537,-0.2537,
07:59:00 02/01/2018,1.092,1.329,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-0.1159,-6.956,-0.1159,-0.1159,-6.956,-0.1159,-0.1159,
08:59:00 02/01/2018,14.57,15.04,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,0.1032,6.191,0.1032,0.1032,6.191,0.1032,0.1032,
09:59:00 02/01/2018,71.42,63.49,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,3261,54.36,54.36,3261,54.36,54.36,
10:59:00 02/01/2018,96.59,73.17,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,7998,133.3,133.3,7998,133.3,133.3,
11:59:00 02/01/2018,132.5,59.36,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,23030,383.8,383.8,23030,383.8,383.8,
12:59:00 02/01/2018,97.34,77.63,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,7523,125.4,125.4,7523,125.4,125.4,
13:59:00 02/01/2018,66.66,37.4,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,15370,256.1,256.1,15370,256.1,256.1,
14:59:00 02/01/2018,12.64,9.919,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,3084,51.39,51.39,3084,51.39,51.39,
15:59:00 02/01/2018,-2.024,-1.594,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-28.8,-0.48,-0.48,-28.8,-0.48,-0.48,
16:59:00 02/01/2018,-2.263,-1.881,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-0.4375,-26.25,-0.4375,-0.4375,-26.25,-0.4375,-0.4375,
17:59:00 02/01/2018,-2.694,-2.225,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-0.4976,-29.86,-0.4976,-0.4976,-29.86,-0.4976,-0.4976,
18:59:00 02/01/2018,-1.5,-1.223,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-0.144,-8.642,-0.144,-0.144,-8.642,-0.144,-0.144,
19:59:00 02/01/2018,-1.113,-0.8678,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-0.07501,-4.501,-0.07501,-0.07501,-4.501,-0.07501,-0.07501,
20:59:00 02/01/2018,-1.679,-1.38,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-0.3163,-18.98,-0.3163,-0.3163,-18.98,-0.3163,-0.3163,
21:59:00 02/01/2018,-0.7424,-0.6062,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.01293,-0.7757,-0.01293,-0.01293,-0.7757,-0.01293,-0.01293,
22:59:00 02/01/2018,-0.8401,-0.7255,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-0.07828,-4.697,-0.07828,-0.07828,-4.697,-0.07828,-0.07828,
23:59:00 02/01/2018,-1.853,-1.495,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-0.3459,-20.76,-0.3459,-0.3459,-20.76,-0.3459,-0.3459,
00:59:00 03/01/2018,-0.6712,-0.4365,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.001225,0.07348,0.001225,0.001225,0.07348,0.001225,0.001225,
01:59:00 03/01/2018,-0.8146,-0.6781,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-0.08185,-4.911,-0.08185,-0.08185,-4.911,-0.08185,-0.08185,
02:59:00 03/01/2018,-0.6927,-0.6234,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-0.09953,-5.972,-0.09953,-0.09953,-5.972,-0.09953,-0.09953,
03:59:00 03/01/2018,-0.7925,-0.7163,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,-8.16,-0.136,-0.136,-8.16,-0.136,-0.136,
04:59:00 03/01/2018,-0.5692,-0.5312,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-7.098,-0.1183,-0.1183,-7.098,-0.1183,-0.1183,
05:59:00 03/01/2018,-0.9175,-0.8652,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-0.2331,-13.99,-0.2331,-0.2331,-13.99,-0.2331,-0.2331,
06:59:00 03/01/2018,-0.4208,-0.4019,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-0.1794,-10.76,-0.1794,-0.1794,-10.76,-0.1794,-0.1794,
07:59:00 03/01/2018,0.2684,0.2574,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-0.01674,-1.004,-0.01674,-0.01674,-1.004,-0.01674,-0.01674,
08:59:00 03/01/2018,3.767,3.872,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,1.008,0.0168,0.0168,1.008,0.0168,0.0168,
09:59:00 03/01/2018,11.52,11.8,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,0.02459,1.475,0.02459,0.02459,1.475,0.02459,0.02459,
10:59:00 03/01/2018,15.83,16.16,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,0.04604,2.763,0.04604,0.04604,2.763,0.04604,0.04604,
11:59:00 03/01/2018,18.08,18.49,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,0.04526,2.715,0.04526,0.04526,2.715,0.04526,0.04526,
12:59:00 03/01/2018,16.99,17.33,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,0.1946,11.68,0.1946,0.1946,11.68,0.1946,0.1946,
13:59:00 03/01/2018,14.85,15.35,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,0.2379,14.27,0.2379,0.2379,14.27,0.2379,0.2379,
14:59:00 03/01/2018,8.626,8.78,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,0.08419,5.052,0.08419,0.08419,5.052,0.08419,0.08419,
15:59:00 03/01/2018,-0.7485,-0.6314,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-0.1207,-7.24,-0.1207,-0.1207,-7.24,-0.1207,-0.1207,
16:59:00 03/01/2018,-1.602,-1.552,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-0.2304,-13.83,-0.2304,-0.2304,-13.83,-0.2304,-0.2304,
17:59:00 03/01/2018,-0.3064,-0.4897,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,0.1274,7.645,0.1274,0.1274,7.645,0.1274,0.1274,
18:59:00 03/01/2018,-0.6044,-0.6727,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.007205,0.4323,0.007205,0.007205,0.4323,0.007205,0.007205,
19:59:00 03/01/2018,-0.6282,-0.6847,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,1.002,0.0167,0.0167,1.002,0.0167,0.0167,
20:59:00 03/01/2018,-0.8126,-0.7279,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-0.0508,-3.048,-0.0508,-0.0508,-3.048,-0.0508,-0.0508,
21:59:00 03/01/2018,-1.076,-1.048,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-0.03128,-1.877,-0.03128,-0.03128,-1.877,-0.03128,-0.03128,
22:59:00 03/01/2018,-2.513,-2.266,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-0.3335,-20.01,-0.3335,-0.3335,-20.01,-0.3335,-0.3335,
23:59:00 03/01/2018,-2.878,-2.458,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-0.3066,-18.4,-0.3066,-0.3066,-18.4,-0.3066,-0.3066,
00:59:00 04/01/2018,-0.9336,-0.6716,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,0.1712,10.27,0.1712,0.1712,10.27,0.1712,0.1712,
01:59:00 04/01/2018,-0.6665,-0.5236,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,0.2714,16.28,0.2714,0.2714,16.28,0.2714,0.2714,
02:59:00 04/01/2018,-1.304,-1.039,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,0.1387,8.321,0.1387,0.1387,8.321,0.1387,0.1387,
03:59:00 04/01/2018,-0.49,-0.3534,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,0.4004,24.03,0.4004,0.4004,24.03,0.4004,0.4004,
04:59:00 04/01/2018,-0.7591,-0.6293,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,7.273,0.1212,0.1212,7.273,0.1212,0.1212,
05:59:00 04/01/2018,-0.6357,-0.5497,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,8.184,0.1364,0.1364,8.184,0.1364,0.1364,
06:59:00 04/01/2018,-0.3876,-0.355,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,0.2668,16.01,0.2668,0.2668,16.01,0.2668,0.2668,
07:59:00 04/01/2018,1.114,1.06,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,13.74,0.229,0.229,13.74,0.229,0.229,
08:59:00 04/01/2018,7.243,7.345,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,0.3857,23.14,0.3857,0.3857,23.14,0.3857,0.3857,
09:59:00 04/01/2018,21.09,21.39,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,0.2809,16.85,0.2809,0.2809,16.85,0.2809,0.2809,
10:59:00 04/01/2018,21.42,21.69,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,0.07536,4.521,0.07536,0.07536,4.521,0.07536,0.07536,
11:59:00 04/01/2018,31.53,31.94,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,1.464,0.02439,0.02439,1.464,0.02439,0.02439,
12:59:00 04/01/2018,67.43,68.23,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,0.04571,2.743,0.04571,0.04571,2.743,0.04571,0.04571,
13:59:00 04/01/2018,42.49,42.68,1.389,1.389,1.389,1.389,1.389,1.389,1.389,1.389,1.389,1.389,1.389,83.31,1.389,1.389,83.31,1.389,1.389,
14:59:00 04/01/2018,12.63,12.66,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-0.1183,-7.096,-0.1183,-0.1183,-7.096,-0.1183,-0.1183,
15:59:00 04/01/2018,-0.1284,-0.1057,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,0.02682,1.609,0.02682,0.02682,1.609,0.02682,0.02682,
16:59:00 04/01/2018,-0.641,-0.666,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-0.08684,-5.21,-0.08684,-0.08684,-5.21,-0.08684,-0.08684,
17:59:00 04/01/2018,-0.9378,-0.9375,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-0.1005,-6.027,-0.1005,-0.1005,-6.027,-0.1005,-0.1005,
18:59:00 04/01/2018,-1.254,-1.141,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-0.1382,-8.291,-0.1382,-0.1382,-8.291,-0.1382,-0.1382,
19:59:00 04/01/2018,-1.66,-1.308,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-0.1864,-11.18,-0.1864,-0.1864,-11.18,-0.1864,-0.1864,
20:59:00 04/01/2018,-0.5248,-0.373,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,0.0268,1.608,0.0268,0.0268,1.608,0.0268,0.0268,
21:59:00 04/01/2018,-0.9112,-0.7131,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-0.06742,-4.045,-0.06742,-0.06742,-4.045,-0.06742,-0.06742,
22:59:00 04/01/2018,-3.147,-2.529,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-0.5193,-31.16,-0.5193,-0.5193,-31.16,-0.5193,-0.5193,
23:59:00 04/01/2018,-1.077,-0.8384,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-0.07817,-4.69,-0.07817,-0.07817,-4.69,-0.07817,-0.07817,
00:59:00 05/01/2018,-1.367,-1.144,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-0.1653,-9.915,-0.1653,-0.1653,-9.915,-0.1653,-0.1653,
01:59:00 05/01/2018,-1.342,-0.9591,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-0.0912,-5.472,-0.0912,-0.0912,-5.472,-0.0912,-0.0912,
02:59:00 05/01/2018,-0.7885,-0.4432,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-0.04066,-2.439,-0.04066,-0.04066,-2.439,-0.04066,-0.04066,
03:59:00 05/01/2018,-0.586,-0.3994,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-0.04265,-2.559,-0.04265,-0.04265,-2.559,-0.04265,-0.04265,
04:59:00 05/01/2018,-0.6071,-0.4494,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,0.02056,1.234,0.02056,0.02056,1.234,0.02056,0.02056,
05:59:00 05/01/2018,-0.5258,-0.4461,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,0.07504,4.502,0.07504,0.07504,4.502,0.07504,0.07504,
06:59:00 05/01/2018,-0.7569,-0.616,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.01287,0.772,0.01287,0.01287,0.772,0.01287,0.01287,
07:59:00 05/01/2018,1.039,1.275,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,0.06681,4.008,0.06681,0.06681,4.008,0.06681,0.06681,
08:59:00 05/01/2018,13.74,14.14,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,0.2496,14.97,0.2496,0.2496,14.97,0.2496,0.2496,
09:59:00 05/01/2018,38.39,39.24,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,11.88,0.198,0.198,11.88,0.198,0.198,
10:59:00 05/01/2018,57.58,58.64,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,58.57,0.9762,0.9762,58.57,0.9762,0.9762,
11:59:00 05/01/2018,80.66,82.01,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,0.7128,42.77,0.7128,0.7128,42.77,0.7128,0.7128,
12:59:00 05/01/2018,90.12,57.05,201.1,201.1,201.1,201.1,201.1,201.1,201.1,201.1,201.1,201.1,201.1,12070,201.1,201.1,12070,201.1,201.1,
13:59:00 05/01/2018,34.13,31.08,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,25.98,1559,25.98,25.98,1559,25.98,25.98,
14:59:00 05/01/2018,15.03,15.34,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-0.1648,-9.887,-0.1648,-0.1648,-9.887,-0.1648,-0.1648,
15:59:00 05/01/2018,-0.3275,-0.2877,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-0.111,-6.662,-0.111,-0.111,-6.662,-0.111,-0.111,
16:59:00 05/01/2018,-0.743,-0.6671,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,0.07857,4.714,0.07857,0.07857,4.714,0.07857,0.07857,
17:59:00 05/01/2018,-0.5893,-0.5368,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,0.1089,6.537,0.1089,0.1089,6.537,0.1089,0.1089,
18:59:00 05/01/2018,-0.7352,-0.67,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,0.04814,2.888,0.04814,0.04814,2.888,0.04814,0.04814,
19:59:00 05/01/2018,-0.5571,-0.5785,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,0.2764,16.58,0.2764,0.2764,16.58,0.2764,0.2764,
20:59:00 05/01/2018,-0.9918,-0.9982,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-0.02627,-1.576,-0.02627,-0.02627,-1.576,-0.02627,-0.02627,
21:59:00 05/01/2018,-0.7074,-0.7276,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,0.06495,3.897,0.06495,0.06495,3.897,0.06495,0.06495,
22:59:00 05/01/2018,-0.5334,-0.5518,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,0.2145,12.87,0.2145,0.2145,12.87,0.2145,0.2145,
23:59:00 05/01/2018,-1.293,-1.136,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.006097,-0.3658,-0.006097,-0.006097,-0.3658,-0.006097,-0.006097,
