Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
23:59:00 10/03/2019,-3.124,-3.265,-0.726,221.5,269.5,276.4,283.6,1.315,1.487,1.647,-0.4617,74.06,995.5,0,0,0,0,0,0,
00:59:00 11/03/2019,-2.466,-2.522,-0.58,235.7,255,262.9,271,1.455,1.685,1.922,-0.4967,75.89,996.1,0,0,0,0,0,0,
01:59:00 11/03/2019,-2.675,-2.631,-0.473,234.7,234.4,244.1,254.2,0.9817,1.182,1.377,-0.3917,75.95,996.6,0,0,0,0,0,0,
02:59:00 11/03/2019,-2.982,-2.942,-0.6286,224,242.8,252,261.8,1.273,1.483,1.692,-0.5817,80.11,996.6,0,0,0,0,0,0,
03:59:00 11/03/2019,-3.093,-2.966,-0.5834,221.7,232.4,240.2,248.5,1.197,1.387,1.595,-0.8383,82.39,996.7,0,0,0,0,0,0,
04:59:00 11/03/2019,-3.069,-3,-0.6516,221,246.6,252.9,259.6,1.437,1.632,1.823,-0.98,83.32,996.8,0,0,0,0,0,0,
05:59:00 11/03/2019,4.61,2.789,61.86,222.3,204,217.5,231.4,0.7667,0.96,1.14,-1.12,83.06,997.1,0,0,0,0,0,0,
06:59:00 11/03/2019,76.03,32.1,362.4,223.7,225.6,236.2,247.7,2.04,2.41,2.78,-1.053,81.21,997.6,0,0,0,0,0,0,
07:59:00 11/03/2019,225.6,57.89,700,226.6,239.4,247.7,256.1,2.07,2.395,2.735,0.2033,76.54,998,0,0,0,0,0,0,
08:59:00 11/03/2019,355.5,98.18,741,235.1,259.8,269,278.6,2.187,2.553,2.9,1.865,70.63,998.5,0,0,0,0,0,0,
09:59:00 11/03/2019,356.2,173.4,410.5,244.7,268.8,278.9,282.6,1.842,2.165,2.492,2.85,61.53,998.8,0,0,0,0,0,0,
10:59:00 11/03/2019,371.6,178.9,397.6,246.9,299.1,304.8,299.1,1.89,2.228,2.528,4.112,46.61,999.4,0,0,0,0,0,0,
11:59:00 11/03/2019,485,119.8,728.3,239.8,292.2,303.7,297.8,2.323,2.803,3.24,4.778,43.67,999.9,0,0,0,0,0,0,
12:59:00 11/03/2019,473.1,107.9,765,240.7,295.6,308.6,293.1,2.71,3.34,3.902,5.303,41.86,1001,0,0,0,0,0,0,
13:59:00 11/03/2019,404.5,65.87,819,238.2,299.8,307,303,2.85,3.463,4.068,5.273,42.96,1001,0,0,0,0,0,0,
14:59:00 11/03/2019,307.9,42.06,826.2,235.3,306.2,316.8,303.2,3.307,3.943,4.535,5.192,38.99,1002,0,0,0,0,0,0,
15:59:00 11/03/2019,173.9,31.87,691.9,236.3,300.3,283.5,254.3,2.592,3.095,3.598,4.49,47.57,1003,0,0,0,0,0,0,
16:59:00 11/03/2019,46.92,14.4,380.8,230.3,291.4,284.3,259,2.443,2.908,3.353,3.115,49.46,1004,0,0,0,0,0,0,
17:59:00 11/03/2019,-1.994,-2.014,-0.07274,227.1,313.3,323.1,314.4,1.982,2.377,2.735,2.018,51,1005,0,0,0,0,0,0,
18:59:00 11/03/2019,-3.089,-3.194,-0.5963,228.7,297.1,305.1,313.2,1.605,1.887,2.135,1.093,59.63,1006,0,0,0,0,0,0,
19:59:00 11/03/2019,-2.996,-3.104,-0.5954,228,293.6,302.6,305.4,1.588,1.837,2.095,0.505,64.09,1006,0,0,0,0,0,0,
20:59:00 11/03/2019,-3.068,-3.149,-0.6088,227,276.4,282.3,288.4,1.552,1.763,1.985,-0.23,69.41,1008,0,0,0,0,0,0,
21:59:00 11/03/2019,-2.808,-2.938,-0.5894,228.2,282.4,290.1,298.1,1.423,1.637,1.845,-0.4483,71.74,1008,0,0,0,0,0,0,
22:59:00 11/03/2019,-2.781,-2.807,-0.5453,230.3,269.7,275.4,280.9,1.478,1.65,1.828,-0.7533,74.23,1009,0,0,0,0,0,0,
23:59:00 11/03/2019,-2.597,-2.678,-0.5827,231.9,272.3,278.1,283.6,1.4,1.56,1.72,-0.57,76.38,1009,0,0,0,0,0,0,
00:59:00 12/03/2019,-1.836,-1.699,-0.2773,258.9,209.4,222.5,234.7,1.067,1.307,1.55,-0.32,76.94,1009,0,0,0,0,0,0,
01:59:00 12/03/2019,-0.6867,-0.667,0.000133,290.2,230.4,239.8,249.2,2.017,2.342,2.675,-0.02833,79.93,1009,0,0,0,0,0,0,
02:59:00 12/03/2019,-0.5822,-0.5816,0.07973,299.7,225.2,236.2,247,1.413,1.697,1.977,0.6867,76.46,1009,0,0,0,0,0,0,
03:59:00 12/03/2019,-1.757,-1.714,-0.2817,265.3,229.3,239.9,249.5,1.847,2.15,2.442,0.71,76.97,1009,0,0,0,0,0,0,
04:59:00 12/03/2019,-1.313,-1.238,-0.2452,293.4,237.5,247.8,258.4,2.332,2.722,3.093,1.142,82.8,1008,0.12,9,0.11,0,0,0,
05:59:00 12/03/2019,4.003,4.052,-0.05552,296.8,227.4,236.4,246,1.762,2.043,2.312,1.332,84.7,1008,0,0,0,0,0,0,
06:59:00 12/03/2019,60.44,54.59,44.65,276.5,238.9,248.7,252.3,2.078,2.447,2.803,1.832,85.79,1008,0,0,0,0,0,0,
07:59:00 12/03/2019,145.2,125.8,74.29,289.9,227.8,239.4,245.5,2.237,2.643,3.052,2.662,85.59,1008,0,0,0,0,0,0,
08:59:00 12/03/2019,226.7,211.8,42.22,290,233.7,243.7,253.7,2.627,3.125,3.628,3.977,82.26,1008,0,0,0,0,0,0,
09:59:00 12/03/2019,277.4,244.5,76.82,291.4,221.2,234.3,247.2,2.768,3.362,3.943,4.877,76.29,1007,0,0,0,0,0,0,
10:59:00 12/03/2019,309.4,269.9,81.71,303.4,211.8,228.2,239.6,2.758,3.443,4.102,5.072,73.74,1006,0,0,0,0,0,0,
11:59:00 12/03/2019,291,255.2,71.96,304.6,184.8,200,220.8,2.092,2.728,3.377,5.797,70.66,1005,0,0,0,0,0,0,
12:59:00 12/03/2019,302.1,277.6,52.81,298.2,166.7,193.5,214.6,2.083,2.828,3.572,6.12,69.44,1004,0,0,0,0,0,0,
13:59:00 12/03/2019,161.8,161.6,2.142,321.6,153.9,171.8,195.6,2.26,3.067,3.845,5.298,77.15,1003,0,2.5,0.001667,0,0,0,
14:59:00 12/03/2019,61.7,61.79,0.002164,330,149.5,180.7,210.5,1.932,2.782,3.577,4.503,84.6,1002,0.27,40.5,0.2167,0,0,0,
15:59:00 12/03/2019,19.45,19.48,-0.04152,329.1,158.9,178.8,204.3,2.812,3.668,4.513,4.128,86.02,999.8,0.29,39.17,0.2267,0,0,0,
16:59:00 12/03/2019,5.424,5.411,-0.03207,329.4,167,191.2,213.8,2.333,3.232,4.138,4.103,86.96,998.4,0.22,22.17,0.2017,0,0,0,
17:59:00 12/03/2019,-0.2808,-0.2776,-0.04086,328.9,167.3,188.2,218.7,2.665,3.772,4.818,3.987,87.14,997.1,0.11,24.33,0.075,0,0,0,
18:59:00 12/03/2019,-0.5396,-0.5146,-0.1728,327.1,161,183.6,209.9,3.275,4.413,5.523,3.817,86.15,995.8,0.78,40,0.7383,0,0,0,
19:59:00 12/03/2019,-0.246,-0.2695,-0.1533,325.3,159.3,170,192.5,2.662,3.598,4.67,3.523,85.92,994.3,0.49,39.33,0.44,0,0,0,
20:59:00 12/03/2019,-0.3307,-0.3215,-0.1919,328,167.8,178.7,202.7,3.268,4.355,5.46,3.983,85.18,992.6,0.95,55.17,0.905,0,0,0,
21:59:00 12/03/2019,-0.2732,-0.2598,-0.1991,327.1,162.4,189.7,209.4,3.172,4.422,5.79,3.803,85.38,991.1,1.37,59.17,1.322,0,0,0,
22:59:00 12/03/2019,-0.2499,-0.2496,-0.1552,325.9,164.9,191,194.2,3.193,4.402,5.57,3.347,86.27,989.7,1.32,58.83,1.273,0,0,0,
23:59:00 12/03/2019,-0.2962,-0.3179,-0.1415,324.1,158.2,172.9,197,2.368,3.508,4.622,2.902,86.73,988.2,1.59,59.5,1.538,0,0,0,
00:59:00 13/03/2019,-0.1355,-0.2002,-0.08716,323.4,150.5,176.4,199.3,2.582,3.58,4.5,2.67,87.65,986.8,0.82,51.5,0.775,0,0,0,
01:59:00 13/03/2019,-0.1986,-0.1981,-0.165,325.6,161.4,188.2,217.5,2.683,3.788,4.928,3.343,86.57,985.7,1.22,56.5,1.17,0,0,0,
02:59:00 13/03/2019,-0.1187,-0.1074,-0.1923,325.7,168.8,201,218.1,2.2,3.245,4.287,3.342,86.67,984.9,0.75,41.17,0.7067,0,0,0,
03:59:00 13/03/2019,-0.2408,-0.2139,-0.1272,324.5,222.2,234,249.9,3.272,4.133,4.873,3.713,86.51,984.9,0.16,22.33,0.1317,0,0,0,
04:59:00 13/03/2019,-0.3805,-0.3345,0.02424,317.5,233.4,241.9,250.8,3.725,4.298,4.872,3.762,85.34,985.5,0.01,1.5,0.01167,0,0,0,
05:59:00 13/03/2019,4.394,4.24,8.473,262.1,224,233.7,243.7,3.483,4.102,4.692,3.772,84.61,986,0,0,0,0,0,0,
06:59:00 13/03/2019,48.09,44.25,35.07,295.2,197.4,219.4,234.7,2.253,2.985,3.68,4.047,83.81,986.2,0.07,4.333,0.06667,0,0,0,
07:59:00 13/03/2019,38.25,38.25,-0.1568,329.3,191.3,214.4,232,2.602,3.523,4.443,4.192,85.52,986.1,0.05,6.167,0.03167,0,0,0,
08:59:00 13/03/2019,44.78,44.78,-0.003892,328.9,193.4,217.4,240,3.237,4.39,5.52,4.863,81.57,986,0,0,0,0,0,0,
09:59:00 13/03/2019,85.04,85.11,0.09769,329.9,200.4,222.7,246.6,3.462,4.565,5.755,5.383,78.22,985.8,0,0,0,0,0,0,
10:59:00 13/03/2019,123,123.1,0.2171,330.9,193.4,208.3,235.2,3.353,4.34,5.487,5.797,76.83,985.7,0,0,0,0,0,0,
11:59:00 13/03/2019,90.77,90.97,0.1243,331.7,189.7,207.7,226,2.658,3.73,4.8,5.902,77.35,985.6,0,0,0,0,0,0,
12:59:00 13/03/2019,136.4,136.6,0.4293,331.4,177.9,205.2,233,2.597,3.78,5.043,6.185,75.67,985.2,0.02,3,0.02167,0,0,0,
13:59:00 13/03/2019,79.6,79.53,0.1071,332.8,169.4,201.1,229.7,2.2,3.323,4.493,5.952,79.64,984.7,0.39,20,0.3633,0,0,0,
14:59:00 13/03/2019,60.15,59.92,-0.05976,333.9,173.6,198.7,230.7,2.473,3.585,4.715,5.552,83.05,984.1,0.36,26.17,0.3317,0,0,0,
15:59:00 13/03/2019,35.21,35.12,0.01862,334,186.6,210.7,231.9,2.767,3.808,4.865,5.265,85.88,983.7,0.18,10.5,0.1717,0,0,0,
16:59:00 13/03/2019,16.66,16.56,-0.03443,334.8,193.4,207.2,231.9,2.623,3.757,4.9,5.277,87.07,983.6,0.63,19.5,0.6083,0,0,0,
17:59:00 13/03/2019,-0.06677,-0.1926,-0.02212,332.6,190.1,214,240,2.208,3.22,4.178,5.262,86.74,983.6,0.14,9.833,0.1267,0,0,0,
18:59:00 13/03/2019,-0.425,-0.584,-0.06598,333.2,173.5,201.8,212,1.988,2.847,3.718,5.173,86.27,983.9,0.02,1.5,0.01,0,0,0,
19:59:00 13/03/2019,-0.4683,-0.6267,-0.1311,334.6,169.6,195.6,216.6,1.625,2.262,2.872,5.073,86.9,983.9,0,0,0,0,0,0,
20:59:00 13/03/2019,-0.6891,-0.8028,-0.1789,333.9,180.2,204,229.4,1.487,2.172,2.828,4.86,87.1,983.7,0,0,0,0,0,0,
21:59:00 13/03/2019,-0.6134,-0.6985,-0.1609,334,182.5,196.9,215.4,1.677,2.228,2.837,4.763,87.55,983.5,0,0,0,0,0,0,
22:59:00 13/03/2019,-0.6092,-0.694,-0.1038,333.1,195,216.6,230.9,1.753,2.265,2.777,4.618,86.64,983.7,0,0,0,0,0,0,
23:59:00 13/03/2019,-0.5068,-0.555,-0.09137,330.3,224.6,235.8,248,1.825,2.108,2.405,4.393,89.4,983.8,0,0,0,0,0,0,
00:59:00 14/03/2019,-0.3764,-0.3849,0.08745,333.2,260.4,267,280.8,2.033,2.44,2.833,4.41,90.15,984.2,0.08,4.833,0.08,0,0,0,
01:59:00 14/03/2019,-0.2651,-0.2943,0.05171,333,291.1,304,314.8,3.555,4.375,5.083,4.523,89,985,0.12,5.667,0.1083,0,0,0,
02:59:00 14/03/2019,-0.2444,-0.4233,0.2748,329,286.6,299.2,310.9,4.183,5,5.797,4.332,85.3,985.8,0,0,0,0,0,0,
03:59:00 14/03/2019,-0.151,-0.2765,0.218,324.7,279.5,292,299.7,3.777,4.407,5.05,4.177,81.98,986.6,0,0,0,0,0,0,
04:59:00 14/03/2019,-0.6045,-0.713,-0.1318,303.6,271.6,283.7,295.9,3.318,4.118,4.885,3.992,79.54,987.2,0,0,0,0,0,0,
05:59:00 14/03/2019,4.542,4.465,-0.05796,311.4,260.9,276.9,291.2,3.038,3.735,4.42,4.08,82.18,987.4,0,0,0,0,0,0,
06:59:00 14/03/2019,68.5,61.71,58.15,276.8,249.7,260.6,271.7,2.915,3.52,4.082,3.945,84.9,987.5,0,0,0,0,0,0,
07:59:00 14/03/2019,186.5,122.7,241.6,266.6,248,257.5,266.9,3.438,4.043,4.555,4.525,83.24,987.3,0,0,0,0,0,0,
08:59:00 14/03/2019,144.5,139.2,17.71,325.4,236.5,248.9,259.8,3.233,3.782,4.328,5.238,82.55,987,0.33,15.17,0.325,0,0,0,
09:59:00 14/03/2019,185.4,169.3,35.99,326,228.2,239.7,251.2,2.552,3.043,3.553,5.457,84.92,986.4,0,0,0,0,0,0,
10:59:00 14/03/2019,263.3,189.9,145.9,319.2,230.4,240.7,249.7,3.463,4.037,4.59,6.283,79.1,985.5,1.51,17.17,1.487,0,0,0,
11:59:00 14/03/2019,141.6,138.1,7.386,329.8,195.3,214.3,233.1,2.023,2.523,3.005,6.472,79.83,968.2,0.02,4.833,0.01333,0,0,0,
12:59:00 14/03/2019,147.5,147.4,0.2586,335.8,215.2,227.4,239.7,3.632,4.327,5.048,6.163,81.49,983.7,0.35,28.33,0.32,0,0,0,
13:59:00 14/03/2019,96.29,96.31,0.0908,335.9,185.2,202,229.9,1.903,2.773,3.597,5.655,83.83,982.9,0.08,15.67,0.05667,0,0,0,
14:59:00 14/03/2019,72.81,72.66,0.08199,334.3,173.8,182.8,202.9,1.615,2.303,3.01,5.225,86.21,982.2,0.21,37.67,0.1683,0,0,0,
15:59:00 14/03/2019,39.43,39.4,0.04105,335,171.3,192.1,220.6,1.927,2.6,3.302,5.075,87.87,981.7,0.05,13.67,0.02667,0,0,0,
16:59:00 14/03/2019,8.872,8.849,-0.05096,333.6,170.1,200.5,211.4,1.493,2.058,2.665,4.983,87.98,981.6,0.32,47.5,0.2583,0,0,0,
17:59:00 14/03/2019,0.1979,0.1573,-0.1256,331,178.1,196.9,222.3,1.48,2.067,2.658,4.71,87.41,981.7,0.42,48.83,0.3717,0,0,0,
18:59:00 14/03/2019,-0.3731,-0.4294,-0.1713,328.4,198.6,215,245.5,1.66,2.262,2.88,4.4,86.89,981.8,0.19,35.83,0.1467,0,0,0,
19:59:00 14/03/2019,-0.487,-0.4896,-0.1845,326.2,169.5,196.5,215.4,1.388,1.902,2.418,4.305,86.94,981.9,0.01,3.5,0.003333,0,0,0,
20:59:00 14/03/2019,-0.7364,-0.7275,-0.1581,327.2,176.7,193.7,219.2,1.063,1.512,1.975,4.217,87.63,982.1,0,3.167,0,0,0,0,
21:59:00 14/03/2019,-0.5406,-0.5937,-0.04693,329.7,169.8,193.7,219.1,0.9033,1.213,1.538,4.165,88.03,982.3,0,0,0,0,0,0,
22:59:00 14/03/2019,-0.437,-0.4727,-0.06579,330.7,188.4,205,226.1,0.8617,1.172,1.493,4.285,88.86,982.7,0.06,9.167,0.045,0,0,0,
23:59:00 14/03/2019,-0.3065,-0.3881,-0.07704,333,194.7,210.1,225.2,1.005,1.232,1.48,4.452,89.93,983,0.02,3.5,0.01,0,0,0,
00:59:00 15/03/2019,-0.6208,-0.7235,0.05741,326.7,235.5,245.7,255.4,1.038,1.267,1.477,4.495,90.46,983.4,0,0,0,0,0,0,
01:59:00 15/03/2019,-0.3345,-0.4152,0.04188,333.7,229.4,239,248.3,1.242,1.497,1.742,4.578,90.76,983.7,0,0,0,0,0,0,
02:59:00 15/03/2019,-0.1576,-0.2458,0.08464,336.2,246.2,256.3,265.6,1.755,2.025,2.288,4.7,91.62,984.1,0.05,3.667,0.05167,0,0,0,
03:59:00 15/03/2019,-0.178,-0.2378,0.03596,337.5,269.6,282.9,295.8,2.393,2.905,3.372,5.117,91.79,984.6,0,0.1667,0,0,0,0,
04:59:00 15/03/2019,-0.2772,-0.3266,0.1228,337,250,261.3,271.5,2.2,2.71,3.19,5.212,91.33,985.1,0,0.5,0,0,0,0,
05:59:00 15/03/2019,1.555,1.53,0.1126,336.6,287.1,298.1,302.6,3.507,4.077,4.637,5.053,90.85,985.9,0,0,0,0,0,0,
06:59:00 15/03/2019,31.33,31.32,0.2511,328.9,289.7,303,315,3.12,3.815,4.413,4.647,87.93,986.7,0.27,10.17,0.2617,0,0,0,
07:59:00 15/03/2019,67.54,67.56,0.5996,327.1,280.5,295.1,297.8,2.697,3.242,3.787,4.372,87.52,987,0.08,6.5,0.065,0,0,0,
08:59:00 15/03/2019,106.1,106,0.5515,326.1,264.7,276.2,286.8,2.645,3.125,3.615,4.488,85.87,987.1,0,0,0,0,0,0,
09:59:00 15/03/2019,137.9,137.8,0.5423,325.9,257.9,268.8,280,2.765,3.298,3.835,4.832,80.26,987.2,0,0,0,0,0,0,
10:59:00 15/03/2019,188.9,188.2,2.384,327.4,238.7,248.2,258.2,2.693,3.127,3.522,5.42,77.56,986.5,0,0,0,0,0,0,
11:59:00 15/03/2019,142.3,142.5,0.6224,328.1,214.9,232.1,241.4,1.703,2.113,2.483,6.34,75.79,985.2,0,0,0,0,0,0,
12:59:00 15/03/2019,76.71,76.63,0.04455,334.9,190.1,211.1,223.2,1.785,2.255,2.72,6.34,80.54,983.6,0.39,31.17,0.3667,0,0,0,
13:59:00 15/03/2019,44.36,44.36,-0.04908,335.7,168.8,196.2,211.2,1.635,2.19,2.733,5.818,85.52,981.7,2.22,43.5,2.148,0,0,0,
14:59:00 15/03/2019,15.49,15.52,-0.08099,334.3,162.7,186.4,207.6,1.933,2.565,3.172,4.925,85.66,979.7,3.34,59.83,3.318,0,0,0,
15:59:00 15/03/2019,25.38,25.42,0.04723,332.8,162.7,168.6,188.6,1.797,2.413,3.07,4.227,87.97,976.8,2.2,54.33,2.13,0,0,0,
16:59:00 15/03/2019,7.464,7.466,-0.04742,334.4,245.4,258.1,271.4,3.892,4.685,5.515,5.258,87.48,974.8,2.58,37,2.565,0,0,0,
17:59:00 15/03/2019,0.408,0.328,0.1614,334.3,253.1,265.1,276.6,4.973,6.008,7.03,5.467,84.71,974.1,0.01,1.167,0.01,0,0,0,
18:59:00 15/03/2019,-0.1536,-0.2224,0.159,332.7,273.1,284.4,295.9,3.795,4.465,5.11,4.88,89.14,974.3,0,0.8333,0.005,0,0,0,
19:59:00 15/03/2019,-0.2267,-0.2589,0.09276,326.1,307.4,313.5,325.5,4.353,5.357,6.383,3.507,87.44,977.1,0,0,0,0,0,0,
20:59:00 15/03/2019,-0.1824,-0.2333,0.09083,324.2,303.3,314.3,323.8,4.507,5.387,6.083,2.883,88.63,980.4,0.01,1.167,0,0,0,0,
21:59:00 15/03/2019,-0.2339,-0.2789,0.1578,325.5,294.7,305.5,315.6,3.558,4.23,4.905,3.098,88.6,982.1,0,0,0,0,0,0,
22:59:00 15/03/2019,-0.3,-0.3106,0.2236,328,286.4,298.6,305.1,3.463,4.09,4.74,3.403,88.86,983.5,0.06,7.667,0.04333,0,0,0,
23:59:00 15/03/2019,-0.4222,-0.4379,0.142,324.6,275.9,290.2,304,3.762,4.66,5.498,2.892,87.75,984.7,0.62,37.83,0.5833,0,0,0,
00:59:00 16/03/2019,-0.3108,-0.3399,-0.05239,320.7,275.8,289.2,296.2,3.105,3.773,4.408,1.898,88.78,986,0.97,57.5,0.9233,0,0,0,
01:59:00 16/03/2019,-0.0255,-0.1006,-0.01917,327.8,291.4,303.9,315.4,4.217,5.047,5.755,3.9,87.9,987,0.64,34.83,0.6017,0,0,0,
02:59:00 16/03/2019,-0.0302,-0.2274,0.1539,325.4,287.3,299.5,311.4,4.117,4.962,5.81,4.455,86.17,987.9,0,0,0,0,0,0,
03:59:00 16/03/2019,-0.2145,-0.5088,-0.02986,305,273.7,287.3,299.5,4.313,5.203,6.055,4.555,83.57,988.8,0,0,0,0,0,0,
04:59:00 16/03/2019,-0.007894,-0.1147,0.0324,326.2,269.2,283.6,297,3.488,4.35,5.225,4.748,82.28,989.6,0,0,0,0,0,0,
05:59:00 16/03/2019,9.137,9.076,0.02104,320.1,271.9,284.7,298.6,3.577,4.488,5.352,4.803,81.73,990.4,0,0,0,0,0,0,
06:59:00 16/03/2019,61.7,59.8,18.49,313.4,260.7,276.9,286.4,3.622,4.487,5.278,4.885,82.18,991.1,0,0,0,0,0,0,
07:59:00 16/03/2019,89.55,89.64,0.7041,326.9,263.5,277.6,290.7,3.485,4.317,5.175,5.22,81.19,991.9,0,0,0,0,0,0,
08:59:00 16/03/2019,195.7,170.8,63.14,319.2,262.9,276.8,290.6,4.123,5.05,5.895,5.645,78.14,992.4,0,0,0,0,0,0,
09:59:00 16/03/2019,324.4,256.6,148.4,307.8,266.9,281.8,296.8,4.383,5.363,6.277,6.485,73.41,993.1,0,0,0,0,0,0,
10:59:00 16/03/2019,196.3,195.7,2.685,330.2,259.4,274.2,289.2,3.817,4.693,5.55,6.605,71.92,993.5,0,0,0,0,0,0,
11:59:00 16/03/2019,268,258.7,20,315.4,261.8,274.3,287.4,3.7,4.513,5.255,6.81,70.48,993.7,0,0,0,0,0,0,
12:59:00 16/03/2019,258.5,247.8,22.98,311.2,256.5,265,274.7,3.822,4.608,5.358,7.105,66.32,993.5,0,0,0,0,0,0,
13:59:00 16/03/2019,199.3,197,6.94,315,254.2,266.7,279.3,3.183,3.727,4.243,7.385,63.33,993.3,0,0,0,0,0,0,
14:59:00 16/03/2019,108.9,109.1,0.458,321.9,239.4,251.9,263.8,2.635,3.127,3.583,7.427,64.19,992.7,0,0,0,0,0,0,
15:59:00 16/03/2019,43.49,43.51,0.01726,328.5,223.3,237.8,250.8,2.947,3.503,3.995,6.847,70.56,992.3,0,1.5,0,0,0,0,
16:59:00 16/03/2019,9.365,9.532,-0.1964,328.3,205.3,225.1,238.7,2.532,3.263,3.95,5.602,74.63,992.2,0.14,16.5,0.1167,0,0,0,
17:59:00 16/03/2019,-0.4122,-0.4395,-0.311,326,170.2,183,198.6,1.908,2.507,3.098,3.947,82.37,991.7,0.48,51.67,0.4433,0,0,0,
18:59:00 16/03/2019,-0.4405,-0.5733,-0.2324,324.6,145.6,167.9,189.7,2.145,2.922,3.663,3.1,86.73,990.8,0.8,57.33,0.7483,0,0,0,
19:59:00 16/03/2019,-0.3445,-0.4746,-0.1686,323.5,142,162,184.4,2.618,3.403,4.15,2.632,88.07,989.6,1.32,59.83,1.268,0,0,0,
20:59:00 16/03/2019,-0.05038,-0.1939,-0.03561,328.3,141.2,160.1,179.8,2.553,3.318,4.052,3.338,89.82,988.1,1.49,59.67,1.437,0,0,0,
21:59:00 16/03/2019,-0.02906,-0.1632,0.03893,335.3,155.1,176.6,191.5,1.888,2.563,3.23,4.538,91.27,986.8,0.8,57.5,0.745,0,0,0,
22:59:00 16/03/2019,0.06827,-0.000177,-0.04723,342.6,192.2,211.2,227.6,2.032,2.832,3.58,6.165,91.6,985.8,0.86,51.17,0.8133,0,0,0,
23:59:00 16/03/2019,-0.02633,-0.01659,-0.2882,345.4,192.6,216.8,233,2.612,3.443,4.39,7.17,89.23,984.9,0.6,42,0.5583,0,0,0,
00:59:00 17/03/2019,-0.09348,-0.08482,-0.1775,345.8,202.8,221.4,245.1,2.933,3.908,4.962,7.142,89.38,984.2,0.72,43.17,0.6783,0,0,0,
01:59:00 17/03/2019,-0.1146,-0.1067,-0.138,346,210.3,225.7,240.6,3.745,4.623,5.453,7.122,89.84,983.5,0.18,19.83,0.1567,0,0,0,
02:59:00 17/03/2019,-0.1403,-0.136,-0.1332,346.7,204.5,222.8,235.4,3.145,4.14,4.998,7.2,89.6,983,0,1,0,0,0,0,
03:59:00 17/03/2019,-0.15,-0.1461,-0.1237,346.9,203.7,226.2,239.9,3.303,4.38,5.493,7.233,89.71,982.3,0,0,0,0,0,0,
04:59:00 17/03/2019,-0.1475,-0.1477,-0.1029,347.3,208.4,223.5,245.1,3.728,4.852,5.903,7.478,88.81,981.8,0,0,0,0,0,0,
05:59:00 17/03/2019,1.349,1.322,-0.1351,347.8,204.5,223.4,234.7,3.568,4.655,5.632,7.577,88.38,981.5,0.03,4.833,0.025,0,0,0,
06:59:00 17/03/2019,11.85,11.85,-0.1937,348.3,200.4,222.9,237.9,3.355,4.412,5.363,7.71,87.69,981.3,0,0.3333,0,0,0,0,
07:59:00 17/03/2019,41.57,41.62,-0.3687,343.7,229,243.6,256.4,4.575,5.432,6.37,7.498,85.39,981.6,0.24,18.67,0.2183,0,0,0,
08:59:00 17/03/2019,110.1,110.2,0.4291,328.9,238.7,248.9,259.2,4.577,5.318,6.06,6.655,80.68,982.4,0.05,5,0.03667,0,0,0,
09:59:00 17/03/2019,242.6,233.1,22.75,318.9,240.7,252,256,4.642,5.408,6.212,6.773,73.05,983.2,0,0,0,0,0,0,
10:59:00 17/03/2019,188,184,8.912,319.6,237.8,249.7,256.5,5.14,6.1,7.07,6.845,69.65,983.7,0,0,0,0,0,0,
11:59:00 17/03/2019,412.1,215.7,366.3,290,237.1,247.9,258.3,6.18,7.17,8.157,7.335,63.54,984,0,0,0,0,0,0,
12:59:00 17/03/2019,364.5,192.3,323.8,302,237.1,247.7,258.5,5.862,7.078,8.127,7.557,61.62,984.3,0.06,1.5,0.06667,0,0,0,
13:59:00 17/03/2019,285.9,146.6,309.4,295.6,239,249.2,258.9,6.313,7.44,8.492,7.55,60.91,984.7,0.02,2,0.01167,0,0,0,
14:59:00 17/03/2019,159.4,124.7,98.45,314.7,239,249.3,260,5.753,6.755,7.733,7.423,61.65,984.9,0.05,2,0.04333,0,0,0,
15:59:00 17/03/2019,104,83.07,73.94,298,235.5,245.3,256.2,6.198,7.29,8.288,7.27,59.06,985.3,0,0,0,0,0,0,
16:59:00 17/03/2019,21.01,21.08,-0.07273,323.5,235.1,247.8,255.6,6.045,7.262,8.36,6.947,59.72,985.7,0.03,3,0.02667,0,0,0,
17:59:00 17/03/2019,0.681,0.6256,-0.2151,313.9,235.4,246.4,257.7,6.683,7.733,8.897,6.418,62.42,986,0,0.8333,0,0,0,0,
18:59:00 17/03/2019,-0.6817,-0.646,-0.1369,317.9,231.9,243.1,255.4,6.295,7.393,8.468,6.228,62.66,986.2,0.01,0.5,0.001667,0,0,0,
19:59:00 17/03/2019,-0.5392,-0.5338,-0.09291,320.8,236,246.4,256.4,7.028,8.315,9.54,5.888,65.92,986.3,0,0.6667,0.001667,0,0,0,
20:59:00 17/03/2019,-1.238,-1.073,-0.1208,323.3,229.9,240,250.2,6.053,7.133,8.135,5.505,69.59,986.2,0.15,9.667,0.14,0,0,0,
21:59:00 17/03/2019,-0.8131,-0.6266,-0.1863,318.7,228.6,240,252.4,6.007,7.107,8.158,5.347,72.82,986.1,0,0.6667,0.001667,0,0,0,
22:59:00 17/03/2019,-0.5053,-0.4986,-0.07424,316.3,225.3,236.6,247.4,6.013,7.088,8.067,4.875,76.61,986.3,0,0.1667,0.001667,0,0,0,
