Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
17:59:00 02/01/2019,-2.516,-2.693,-0.481,229.4,288.5,260,165.4,2.493,3.148,3.778,2.153,47.23,1024,0,0,0,0,0,0,
18:59:00 02/01/2019,-2.727,-2.881,-0.5089,230.4,316.7,264.3,210.3,1.873,2.253,2.665,1.963,52.02,1025,0,0,0,0,0,0,
19:59:00 02/01/2019,-2.695,-2.859,-0.4951,230.6,299.7,242,178.4,1.893,2.288,2.703,1.715,55.33,1025,0,0,0,0,0,0,
20:59:00 02/01/2019,-3.009,-3.098,-0.5827,229.2,307.3,316.3,301.8,1.613,1.892,2.163,1.27,55.84,1025,0,0,0,0,0,0,
21:59:00 02/01/2019,-2.951,-3.037,-0.6671,231.5,280.1,286.7,293.4,1.613,1.813,2.023,0.7183,59.2,1025,0,0,0,0,0,0,
22:59:00 02/01/2019,-2.384,-2.546,-0.6042,234,293.2,302.6,311.4,2.003,2.345,2.698,1.015,60.46,1025,0,0,0,0,0,0,
23:59:00 02/01/2019,-2.55,-2.667,-0.5787,235.4,283.3,290.8,298.6,2.072,2.375,2.692,0.725,64.09,1025,0,0,0,0,0,0,
00:59:00 03/01/2019,-1.968,-2.106,-0.4782,249.8,277.8,287,295.8,2.245,2.573,2.895,1.058,66.01,1025,0,0,0,0,0,0,
01:59:00 03/01/2019,-2.078,-2.219,-0.5077,241.2,294.8,304.5,314.3,2.763,3.183,3.622,1.7,72.6,1025,0,0,0,0,0,0,
02:59:00 03/01/2019,-2.223,-2.326,-0.5338,238.7,299.1,309.6,319.6,3.428,3.94,4.467,2.377,68.46,1025,0,0,0,0,0,0,
03:59:00 03/01/2019,-1.481,-1.559,-0.3366,269.3,304.2,313.5,316.8,3.043,3.542,4.048,2.575,68.74,1025,0,0,0,0,0,0,
04:59:00 03/01/2019,-1.46,-1.517,-0.3148,273.1,311,322.5,327.2,3.137,3.582,4.025,3.065,67.71,1025,0,0,0,0,0,0,
05:59:00 03/01/2019,-1.473,-1.529,-0.3046,273.2,314.6,320.4,302.4,2.74,3.272,3.86,3.377,62.83,1025,0,0,0,0,0,0,
06:59:00 03/01/2019,-1.614,-1.664,-0.3289,275.5,305.3,310.3,315.7,2.23,2.62,3.053,3.4,60.34,1026,0,0,0,0,0,0,
07:59:00 03/01/2019,2.377,2.344,0.09772,280.1,280.2,267.7,230.6,1.305,1.588,1.888,3.265,69.53,1026,0,0,0,0,0,0,
08:59:00 03/01/2019,45.46,31.95,151.8,293.3,279.6,236.5,177.6,1.217,1.495,1.758,3.247,72.03,1027,0,0,0,0,0,0,
09:59:00 03/01/2019,121,40.1,584,245.2,221.2,135.2,83.48,1.438,1.825,2.193,3.448,59.9,1027,0,0,0,0,0,0,
10:59:00 03/01/2019,191.2,77.42,642.1,255,149.7,83.53,57.67,2.042,2.528,3.042,3.682,58.25,1027,0,0,0,0,0,0,
11:59:00 03/01/2019,112.6,96.7,90.34,255.6,102.4,63.63,47.72,1.593,2.022,2.418,3.398,59.63,1010,0,0,0,0,0,0,
12:59:00 03/01/2019,103.7,71.16,200.7,251.7,113.9,87.2,70.52,1.102,1.35,1.592,3.435,62.35,1027,0,0,0,0,0,0,
13:59:00 03/01/2019,49.65,30.91,163.1,246,248.9,190.8,138,1.042,1.343,1.635,2.995,63.22,1027,0,0,0,0,0,0,
14:59:00 03/01/2019,5.085,5.06,2.984,274.3,310.2,319.3,322,0.8267,0.995,1.19,2.328,66.68,1028,0,0,0,0,0,0,
15:59:00 03/01/2019,-2.365,-2.346,-0.4986,263.5,283.1,270.3,227,0.6517,0.7817,0.9067,1.943,69.23,1028,0,0,0,0,0,0,
16:59:00 03/01/2019,-1.805,-1.859,-0.3096,272.4,298.2,305.4,300.2,1,1.145,1.287,1.248,72.7,1028,0,0,0,0,0,0,
17:59:00 03/01/2019,-1.054,-1.004,0.00647,293.3,258.7,264,268.7,1.142,1.267,1.39,1.087,74.4,1028,0,0,0,0,0,0,
18:59:00 03/01/2019,-0.907,-0.8737,0.000983,299.3,236.9,243.8,250.4,1.03,1.203,1.365,1.448,75.42,1028,0,0,0,0,0,0,
19:59:00 03/01/2019,-1.049,-1.039,-0.01868,292.7,239.6,247.6,255,1.755,2,2.253,1.21,76.83,1027,0,0,0,0,0,0,
20:59:00 03/01/2019,-1.372,-1.348,-0.1503,280.2,247.3,254.4,261.6,1.532,1.755,1.97,1.193,82.26,1026,0,0,0,0,0,0,
21:59:00 03/01/2019,-1.227,-1.177,-0.1736,282.2,236.8,244.6,252.3,2.102,2.35,2.615,1.348,83.94,1026,0,0,0,0,0,0,
22:59:00 03/01/2019,-1.174,-1.14,-0.1118,283.3,237.4,246,254.2,2.38,2.683,2.965,1.278,81.8,1024,0,0,0,0,0,0,
23:59:00 03/01/2019,-1.236,-1.211,-0.1623,277.2,237.4,246.4,255,2.687,3.04,3.37,1.2,82.46,1024,0,0,0,0,0,0,
00:59:00 04/01/2019,-0.8218,-0.8228,-0.05592,291.3,243,253.7,265.2,2.575,3.035,3.477,1.258,85.47,1023,0,0,0,0,0,0,
01:59:00 04/01/2019,-0.007113,-0.03094,0.177,322.9,254,267,281.2,2.587,3.098,3.605,2.407,88.29,1022,0,0,0,0,0,0,
02:59:00 04/01/2019,0.01697,-0.02346,0.07665,326.9,279.2,290.4,300.7,2.698,3.173,3.718,3.287,88.66,1021,0,0,0,0,0,0,
03:59:00 04/01/2019,-0.1669,-0.1811,0.02149,327.7,285.3,298.5,310.3,3.345,4.077,4.745,4.148,85.26,1020,0,0,0,0,0,0,
04:59:00 04/01/2019,-0.2394,-0.2346,0.008416,328,297.6,307.4,311.7,3.493,4.142,4.83,4.333,84.13,1019,0,0,0,0,0,0,
05:59:00 04/01/2019,-0.3154,-0.3112,-0.004522,325.7,291.1,303,314,3.135,3.843,4.477,4.325,84,1018,0,0,0,0,0,0,
06:59:00 04/01/2019,-0.2738,-0.2751,-0.00177,326.6,301.2,310.9,314.3,3.188,3.792,4.322,4.363,83.65,1018,0,0,0,0,0,0,
07:59:00 04/01/2019,0.9537,0.9615,-0.008927,322,304.1,314.3,324,2.908,3.402,3.897,4.393,83.94,1017,0,0,0,0,0,0,
08:59:00 04/01/2019,17.09,17.11,0.08457,317.2,297.2,309.1,314.3,2.888,3.407,3.953,4.36,84.82,1017,0,0,0,0,0,0,
09:59:00 04/01/2019,60.9,60.76,1.751,296.1,298.9,310.3,315.4,3.21,3.778,4.327,4.343,85.41,1017,0,0,0,0,0,0,
10:59:00 04/01/2019,95.01,92.28,16.32,290,302.2,312.1,322.1,3.21,3.738,4.288,4.512,84.95,1017,0,0,0,0,0,0,
11:59:00 04/01/2019,128.5,73.06,295.4,268.1,301.2,306.4,318.9,2.6,3.067,3.49,4.985,81.44,1016,0,0,0,0,0,0,
12:59:00 04/01/2019,119.8,37.67,505.1,260.9,297.1,307,311.5,2.907,3.372,3.815,5.607,73.66,1015,0,0,0,0,0,0,
13:59:00 04/01/2019,53.04,24.62,234.9,261.4,279.6,293.7,306.1,2.41,2.928,3.447,5.393,75.09,1015,0,0,0,0,0,0,
14:59:00 04/01/2019,7.162,7.205,0.2854,262,277.4,290.6,302.4,2.627,3.13,3.618,4.608,80.44,1015,0,0,0,0,0,0,
15:59:00 04/01/2019,-1.692,-1.777,-0.5383,263.1,275.5,285.6,294.9,2.687,3.22,3.695,4.117,84.02,1014,0,0,0,0,0,0,
16:59:00 04/01/2019,-1.845,-1.972,-0.5599,265.1,271.3,283.1,294.5,2.447,2.963,3.435,4.337,86.94,1014,0,0,0,0,0,0,
17:59:00 04/01/2019,-1.757,-1.854,-0.5455,270.2,263.5,276,282.7,2.758,3.285,3.79,4.698,88.24,1013,0,0,0,0,0,0,
18:59:00 04/01/2019,-1.155,-1.246,-0.3029,300.7,274.6,281.9,294.6,2.822,3.377,3.943,4.832,88.68,1013,0,0,0,0,0,0,
19:59:00 04/01/2019,-0.6531,-0.7101,-0.04214,329.5,278.4,288.8,297.8,2.855,3.428,3.985,5.46,87.5,1012,0,0,0,0,0,0,
20:59:00 04/01/2019,-1.154,-1.24,-0.2805,301.1,284.3,295.4,306.1,2.933,3.523,4.038,5.762,86.55,1012,0,0,0,0,0,0,
21:59:00 04/01/2019,-1.218,-1.323,-0.3428,295.7,288.3,299.3,310.4,3.073,3.678,4.247,5.882,87.17,1011,0,0,0,0,0,0,
22:59:00 04/01/2019,-1.193,-1.258,-0.2892,301,296.4,308,301.5,2.9,3.492,4.053,6.213,87.3,1011,0,0,0,0,0,0,
23:59:00 04/01/2019,-1.398,-1.44,-0.3096,297.9,306,316.6,322.3,2.183,2.583,2.962,6.018,87.28,1011,0,0,0,0,0,0,
00:59:00 05/01/2019,-1.675,-1.747,-0.3874,288.8,310.6,315.3,314.1,1.867,2.218,2.578,6.05,85.09,1010,0,0,0,0,0,0,
01:59:00 05/01/2019,-1.099,-1.177,-0.2166,305.8,326,337.1,253.9,1.888,2.322,2.755,6.207,83.4,1010,0,0,0,0,0,0,
02:59:00 05/01/2019,-1.196,-1.242,-0.2319,307.6,317.7,321.8,301.1,1.792,2.105,2.433,5.967,84.2,1010,0,0,0,0,0,0,
03:59:00 05/01/2019,-2.23,-2.282,-0.4857,275.6,312.4,317.4,322.6,1.56,1.79,2.027,5.675,84.49,1010,0,0,0,0,0,0,
04:59:00 05/01/2019,-2.291,-2.329,-0.5369,272.6,284.4,291.5,297.9,1.677,1.907,2.152,4.78,86.44,1011,0,0,0,0,0,0,
05:59:00 05/01/2019,-1.821,-1.898,-0.4161,284,305.2,313.6,316.5,1.522,1.772,2.012,4.747,86.24,1011,0,0,0,0,0,0,
06:59:00 05/01/2019,-2.225,-2.326,-0.4501,269.8,304.4,274.9,220.8,1.242,1.535,1.833,4.955,84.85,1012,0,0,0,0,0,0,
07:59:00 05/01/2019,3.661,3.225,4.446,264.4,249,154.2,113.5,1.497,1.852,2.22,4.888,84.88,1013,0,0,0,0,0,0,
08:59:00 05/01/2019,44.4,19.05,310.9,260.2,227.1,140.2,99.58,1.538,1.908,2.282,4.652,84.07,1014,0,0,0,0,0,0,
09:59:00 05/01/2019,50.52,46.17,40.54,310.5,61.47,55.62,67.6,2.405,3.025,3.62,4.692,81.84,1014,0,0,0,0,0,0,
10:59:00 05/01/2019,39.74,39.78,0.1715,329,100.3,72.48,67.9,2.078,2.522,2.965,4.765,81.41,1015,0,0,0,0,0,0,
11:59:00 05/01/2019,133.8,47.92,452.4,275.5,135.9,108.6,86.65,1.448,1.783,2.11,5.367,78.38,1015,0,0,0,0,0,0,
12:59:00 05/01/2019,131.4,51.45,477.4,259.1,262.2,236.1,167.3,1.453,1.758,2.078,6.007,74.08,1016,0,0,0,0,0,0,
13:59:00 05/01/2019,62.1,29.67,285.4,257.1,301.6,272.7,166.1,1.233,1.522,1.8,5.667,75.97,1016,0,0,0,0,0,0,
14:59:00 05/01/2019,12.54,7.964,87.02,253.8,301.7,271.5,181.3,1.253,1.57,1.867,4.723,79.84,1017,0,0,0,0,0,0,
15:59:00 05/01/2019,-2.051,-2.107,-0.5228,252.2,298.8,305.4,299.6,1.622,1.938,2.272,3.87,84.41,1017,0,0,0,0,0,0,
16:59:00 05/01/2019,-2.443,-2.592,-0.4712,252.5,310.2,279,222.8,1.393,1.732,2.055,3.357,87.64,1018,0,0,0,0,0,0,
17:59:00 05/01/2019,-2.499,-2.635,-0.4428,254,204.9,128.5,77.97,1.12,1.392,1.673,2.92,88.45,1018,0,0,0,0,0,0,
18:59:00 05/01/2019,-2.833,-2.815,-0.4509,253.6,42.6,45.02,41.32,0.9017,1.078,1.257,2.295,88.95,1018,0,0,0,0,0,0,
19:59:00 05/01/2019,-2.74,-2.854,-0.5106,262.9,252.4,222.8,193.2,0.6167,0.75,0.9033,2.098,89.31,1018,0,0,0,0,0,0,
20:59:00 05/01/2019,-2.876,-2.955,-0.4467,276.5,152.4,131.2,103.3,0.59,0.7117,0.8417,2.03,88.29,1019,0,0,0,0,0,0,
21:59:00 05/01/2019,-2.78,-3.007,-0.4308,275.4,94.35,64.28,45.77,0.69,0.8083,0.93,1.72,85.24,1019,0,0,0,0,0,0,
22:59:00 05/01/2019,-2.46,-2.343,-0.2777,277.5,148,130.8,126.3,0.5317,0.64,0.7517,1.047,84.87,1019,0,0,0,0,0,0,
23:59:00 05/01/2019,-1.458,-1.453,-0.1445,279.9,275.4,277.6,279.5,1.375,1.48,1.575,0.6467,85.47,1020,0,0,0,0,0,0,
00:59:00 06/01/2019,-1.146,-1.098,-0.02477,291.4,259.4,264.5,269.2,0.9233,1.03,1.137,0.145,87.34,1020,0,0,0,0,0,0,
01:59:00 06/01/2019,-2.124,-2.045,-0.3409,273.4,228.7,233.3,225.9,0.3633,0.4567,0.5467,0.6733,84.9,1020,0,0,0,0,0,0,
02:59:00 06/01/2019,-1.947,-1.893,-0.2823,277,195.9,198.2,202.1,0.445,0.5267,0.6167,0.6033,82.51,1021,0,0,0,0,0,0,
03:59:00 06/01/2019,-3.199,-3.536,-0.7051,248.2,153.4,160.9,168.3,0.575,0.685,0.79,0.81,73.49,1021,0,0,0,0,0,0,
04:59:00 06/01/2019,-2.795,-2.874,-0.3896,264.2,135.5,144.9,153.3,0.67,0.7867,0.9067,0.5117,73.48,1020,0,0,0,0,0,0,
05:59:00 06/01/2019,-2.203,-2.198,-0.2658,272.7,171.4,174.4,176.4,0.6217,0.7233,0.83,0.4983,72.85,1021,0,0,0,0,0,0,
06:59:00 06/01/2019,-3.153,-3.177,-0.4478,251.9,158.6,171.3,176.5,0.355,0.465,0.5767,0.23,73.35,1021,0,0,0,0,0,0,
07:59:00 06/01/2019,3.019,2.55,1.023,279.5,180.2,201.9,218.3,0.7417,1.035,1.323,0.555,69.88,1021,0,0,0,0,0,0,
08:59:00 06/01/2019,51.71,27.75,281.1,246.8,210.1,220.2,233.6,1.628,2.027,2.432,1.107,70.44,1021,0,0,0,0,0,0,
09:59:00 06/01/2019,114.9,30.25,595.2,243.9,233,242.2,252.7,1.888,2.21,2.552,1.462,71.51,1021,0,0,0,0,0,0,
10:59:00 06/01/2019,159,33.44,680.4,246,235.3,244.7,254.3,1.925,2.22,2.547,2.31,66.35,1021,0,0,0,0,0,0,
11:59:00 06/01/2019,162.9,51.54,592,254.2,228.8,238.3,248.4,2.153,2.467,2.782,3.123,59.26,1021,0,0,0,0,0,0,
12:59:00 06/01/2019,78.36,78.5,2.585,306.2,236.5,247.1,257,1.902,2.215,2.545,3.163,63.01,1021,0,0,0,0,0,0,
13:59:00 06/01/2019,46.49,40.47,43.46,314.8,237.7,241.9,251.3,1.728,1.985,2.253,3.325,68.85,1021,0,0,0,0,0,0,
14:59:00 06/01/2019,6.984,7.102,-0.0556,315.7,217.4,233.5,239.2,1.332,1.62,1.908,3.09,72.79,1021,0,0,0,0,0,0,
15:59:00 06/01/2019,-0.2404,-0.2223,0.005565,314.8,212.5,226.8,240.1,1.362,1.66,1.957,2.8,77.39,1021,0,0,0,0,0,0,
16:59:00 06/01/2019,-0.7219,-0.7198,-0.009831,309.5,229.1,241.1,246,1.47,1.737,2.01,2.542,82.72,1021,0,0,0,0,0,0,
17:59:00 06/01/2019,-0.3126,-0.32,0.05423,319.1,231.1,240.4,249.1,2.197,2.567,2.935,2.635,87.38,1021,0,0,0,0,0,0,
18:59:00 06/01/2019,-0.2658,-0.2977,0.1188,323.1,228.5,238.4,248.8,2.53,2.882,3.245,2.697,90.02,1020,0,0,0,0,0,0,
19:59:00 06/01/2019,-0.1645,-0.1979,0.09052,324.5,226.5,237.2,247.5,2.152,2.483,2.852,2.772,91.01,1020,0,0,0,0,0,0,
20:59:00 06/01/2019,-0.1892,-0.2158,0.07062,325.4,215.3,229,243,1.343,1.612,1.885,2.98,91.12,1020,0,0,0,0,0,0,
21:59:00 06/01/2019,-0.1929,-0.2213,0.06278,327.1,197.1,211.7,231.1,1.252,1.58,1.897,3.1,91.08,1020,0,0,0,0,0,0,
22:59:00 06/01/2019,-0.2105,-0.241,0.03926,328.2,184,211.1,225.9,0.96,1.218,1.477,3.185,91.29,1020,0,0,0,0,0,0,
23:59:00 06/01/2019,-0.2272,-0.2582,-0.02294,329.5,186.2,203.7,225.6,0.6033,0.8583,1.11,3.358,91.35,1020,0,0,0,0,0,0,
00:59:00 07/01/2019,-0.2647,-0.279,0.02709,329.7,214.2,221.3,230.1,0.8883,1.078,1.263,3.447,91.44,1020,0,0,0,0,0,0,
01:59:00 07/01/2019,-0.3386,-0.3456,0.09042,328.2,232.9,242.6,250.8,1.117,1.335,1.538,3.438,91.52,1020,0,0,0,0,0,0,
02:59:00 07/01/2019,-0.4172,-0.4129,0.1084,326.8,240.7,249.4,258.6,1.06,1.232,1.407,3.372,91.58,1019,0,0,0,0,0,0,
03:59:00 07/01/2019,-0.3474,-0.3425,0.1354,328.7,238.1,247.7,258.4,1.048,1.222,1.407,3.437,91.62,1019,0,0,0,0,0,0,
04:59:00 07/01/2019,-0.3795,-0.3848,0.144,328.2,236.4,246.2,256.1,1.537,1.777,2.018,3.373,91.35,1018,0,0,0,0,0,0,
05:59:00 07/01/2019,-0.4293,-0.3877,0.1133,326.9,284.9,290.1,287.9,1.48,1.715,1.967,3.063,90.85,1018,0,0,0,0,0,0,
06:59:00 07/01/2019,-0.3988,-0.3403,0.1457,327.5,277.7,285.8,294.5,1.017,1.208,1.405,3.227,90.9,1018,0,0,0,0,0,0,
07:59:00 07/01/2019,0.7746,0.7984,0.1164,328.3,257,266.8,277,1.17,1.37,1.577,3.477,90.83,1018,0,0,0,0,0,0,
08:59:00 07/01/2019,9.926,9.883,0.05848,329.2,240.3,250.4,260.9,1.293,1.52,1.753,3.842,90.1,1018,0,0,0,0,0,0,
09:59:00 07/01/2019,27.93,27.86,0.03398,331,235.4,243.9,252.3,1.553,1.772,2,4.287,88.67,1017,0,0,0,0,0,0,
10:59:00 07/01/2019,42.74,42.78,-0.09854,333.4,250.9,262.8,274,2.335,2.718,3.09,4.487,89.75,1016,0,0,0,0,0,0,
11:59:00 07/01/2019,53.95,54.01,-0.02177,332.2,260.8,272.1,278.3,1.975,2.328,2.67,4.425,88.44,1015,0,0,0,0,0,0,
12:59:00 07/01/2019,34.36,34.43,-0.1239,332.9,250.6,260.7,271.6,2.107,2.48,2.86,4.357,89.38,1014,0,0,0,0,0,0,
13:59:00 07/01/2019,15.6,15.62,-0.1241,330.7,240.4,250.7,261.1,2.552,2.987,3.385,4.215,88.86,1014,0,0,0,0,0,0,
14:59:00 07/01/2019,3.45,3.566,-0.09872,325.1,237.9,247.2,255.8,2.428,2.805,3.19,4.148,83.47,1012,0,0,0,0,0,0,
15:59:00 07/01/2019,-0.6862,-0.6324,-0.03118,321.5,214.5,225.6,237,1.962,2.405,2.818,4.207,77.72,1011,0,0,0,0,0,0,
16:59:00 07/01/2019,-0.2971,-0.3098,-0.0151,325.1,182.4,206.5,224.4,1.598,2.197,2.808,4.2,78,1009,0,0,0,0,0,0,
17:59:00 07/01/2019,-0.5611,-0.5701,-0.1661,329.7,176.8,197.7,217.8,1.918,2.565,3.203,4.068,83.34,1006,0.09,10.83,0.07667,0,0,0,
18:59:00 07/01/2019,-0.215,-0.2289,-0.08748,332.4,153.8,185.1,210.7,1.635,2.257,2.888,4.175,89.8,1004,0.21,20,0.18,0,0,0,
19:59:00 07/01/2019,-0.0602,-0.1062,-0.04076,336.2,184.9,197,221.6,1.99,2.673,3.335,4.85,91.37,1002,1.56,47.67,1.498,0,0,0,
20:59:00 07/01/2019,-0.01485,-0.03974,-0.05169,340.4,218.4,231.2,243.7,3.985,4.868,5.762,5.795,91.18,999.4,0.59,25.33,0.5717,0,0,0,
21:59:00 07/01/2019,-0.03467,-0.03505,-0.07014,342,221,233.4,246.3,3.725,4.39,5.047,6.287,90.44,997.6,0.61,46.83,0.5717,0,0,0,
22:59:00 07/01/2019,-0.2158,-0.1756,-0.1808,335.6,239.5,249,259.6,3.74,4.413,5.088,6.515,89.58,996.2,0.12,9,0.11,0,0,0,
23:59:00 07/01/2019,-0.1951,-0.07226,-0.1588,334.2,245.3,254.8,264.7,3.752,4.427,5.017,6.587,87.7,995.2,0,0,0,0,0,0,
00:59:00 08/01/2019,-1.155,-1.029,-0.3396,293.8,235.2,244.1,252.3,3.563,4.112,4.678,6.172,87.39,993.7,0,0,0,0,0,0,
01:59:00 08/01/2019,-0.5368,-0.4587,-0.2034,327.6,227.6,237.5,246.5,4.077,4.648,5.268,6.053,85.61,992.1,0.11,12.83,0.095,0,0,0,
