Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
11:59:00 04/06/2017,143,144,0.4471,0.4471,184.5,162,145.2,0.6267,0.8117,1.092,14.01,87.06,1002,0.66,50.67,0.6167,0,0,0,
12:59:00 04/06/2017,134,135.4,0.4282,0.4282,225.2,234.1,233.8,0.4183,0.5467,0.6717,14.53,87.15,1002,0.92,57.17,0.87,0,0,0,
13:59:00 04/06/2017,157.8,159.5,0.6187,0.6187,245.2,255.8,260.9,0.8183,0.9883,1.138,14.98,85.55,1002,0.21,29.83,0.1817,0,0,0,
14:59:00 04/06/2017,68.24,69.39,0.2428,0.2428,243.6,253.9,263.7,1.53,1.805,2.065,14.81,86.98,1002,1.23,28,1.198,0,0,0,
15:59:00 04/06/2017,146.3,148,1.029,1.029,284.9,300.2,286.1,1.265,1.59,1.897,15.02,88.08,1002,0,0,0,0,0,0,
16:59:00 04/06/2017,173.6,171.6,10.5,10.5,289.6,291.1,304.4,2.798,3.513,4.195,15.69,81.6,1002,0,0,0,0,0,0,
17:59:00 04/06/2017,119.2,102.2,59.08,59.08,277.5,293.8,304.6,2.813,3.565,4.33,15.24,77.83,1002,0,0,0,0,0,0,
18:59:00 04/06/2017,82.93,40.3,307.5,307.5,293.7,306.9,313.7,3.015,3.615,4.192,14.79,75.73,1003,0,0,0,0,0,0,
19:59:00 04/06/2017,13.4,7.228,100.8,100.8,284.2,296.9,309.5,1.642,2.025,2.408,13.78,75.69,1003,0,0,0,0,0,0,
20:59:00 04/06/2017,-3.2,-2.469,-0.889,-0.889,268.2,278.3,288.2,1.43,1.703,1.987,12.7,80.12,1004,0,0,0,0,0,0,
21:59:00 04/06/2017,-3.279,-2.593,-0.8084,-0.8084,272.3,288.1,303.8,1.155,1.407,1.672,12,82.46,1004,0,0,0,0,0,0,
22:59:00 04/06/2017,-2.128,-1.682,-0.5446,-0.5446,260.4,276.4,290.8,1.315,1.608,1.885,11.9,83.12,1004,0,0,0,0,0,0,
23:59:00 04/06/2017,-0.9475,-0.6587,-0.07553,-0.07553,259.8,279.8,287,1.643,2.132,2.622,12.19,80.09,1004,0,0,0,0,0,0,
00:59:00 05/06/2017,-2.675,-2.542,-0.7302,-0.7302,259.3,273,285.6,1.797,2.167,2.543,11.59,78.19,1004,0,0,0,0,0,0,
01:59:00 05/06/2017,-2.817,-2.206,-0.7552,-0.7552,251.8,265.7,279.6,2.048,2.482,2.907,10.76,80.97,1004,0,0,0,0,0,0,
02:59:00 05/06/2017,2.974,3.507,0.8512,0.8512,243.8,255.4,268.2,2.193,2.73,3.232,10.55,83.49,1005,0,0,0,0,0,0,
03:59:00 05/06/2017,74.5,54.88,185.6,185.6,248.2,261,274,1.893,2.287,2.685,10.63,84.2,1005,0,0,0,0,0,0,
04:59:00 05/06/2017,164.7,84.06,336.1,336.1,247.8,261.4,273.7,2.232,2.685,3.148,11.29,81.91,1005,0,0,0,0,0,0,
05:59:00 05/06/2017,304,120.5,527,527,254.6,270.6,285.3,2.6,3.243,3.888,12.52,75.31,1006,0,0,0,0,0,0,
06:59:00 05/06/2017,443.7,108.9,675.1,675.1,255.5,273.8,289.8,2.643,3.297,3.928,13.44,69.16,1006,0,0,0,0,0,0,
07:59:00 05/06/2017,604.8,93.51,831.5,831.5,260.2,276.7,281.7,2.368,3.052,3.68,14.58,61.27,1006,0,0,0,0,0,0,
08:59:00 05/06/2017,690.1,110.9,797.8,797.8,260.5,279.8,289.8,2.638,3.345,3.957,15.6,54.92,1006,0,0,0,0,0,0,
09:59:00 05/06/2017,605.6,194.1,525.6,525.6,260.6,269.4,284.6,2.782,3.362,3.978,16.09,52.3,1006,0,0,0,0,0,0,
10:59:00 05/06/2017,875.3,173.8,842.9,842.9,233.8,247.4,261.4,3.455,4.033,4.58,17.2,47.92,1006,0,0,0,0,0,0,
11:59:00 05/06/2017,713.2,266.8,532.1,532.1,238.5,252.6,261.1,3.078,3.593,4.108,17.84,46.13,1006,0,0,0,0,0,0,
12:59:00 05/06/2017,562.2,383,220.2,220.2,240.3,253.5,265.5,2.513,3.068,3.585,18.19,46.19,1006,0,0,0,0,0,0,
13:59:00 05/06/2017,359,250.8,143.9,143.9,228.9,243.6,252.7,2.487,2.997,3.458,18.45,46.23,1006,0,0,0,0,0,0,
14:59:00 05/06/2017,61.34,62.19,0.0622,0.0622,208.1,226,237.2,1.902,2.387,2.877,17.7,51.86,1005,0.02,0.3333,0.015,0,0,0,
15:59:00 05/06/2017,184.9,165.7,38.3,38.3,229.6,240.4,252,3.092,3.677,4.245,17.82,52.63,1005,0,0.1667,0,0,0,0,
16:59:00 05/06/2017,285.3,158.6,319.5,319.5,226.3,239.7,251.6,2.99,3.595,4.207,18.34,49.42,1005,0,0,0,0,0,0,
17:59:00 05/06/2017,201.3,79.37,429.5,429.5,210.6,225.8,237,2.372,2.903,3.442,18.32,48.38,1005,0,0,0,0,0,0,
18:59:00 05/06/2017,74.3,37.31,262.1,262.1,185.8,207.3,223.9,1.532,2.03,2.555,17.42,53.57,1005,0,0,0,0,0,0,
19:59:00 05/06/2017,6.902,6.752,15.54,15.54,168.5,194.3,215,0.9717,1.292,1.64,15.87,61.7,1005,0,0,0,0,0,0,
20:59:00 05/06/2017,-2.85,-2.649,-0.7153,-0.7153,169.2,190.1,214.6,0.9117,1.215,1.582,14.62,65.91,1005,0,0,0,0,0,0,
21:59:00 05/06/2017,-3.141,-2.767,-0.6379,-0.6379,159.3,187.1,211.8,0.6567,0.9933,1.353,13.83,67.14,1005,0,0,0,0,0,0,
22:59:00 05/06/2017,-3.236,-2.78,-0.5126,-0.5126,160.7,174.8,194.8,1.165,1.525,1.878,13.25,65.98,1005,0,0,0,0,0,0,
23:59:00 05/06/2017,-3.363,-2.752,-0.4249,-0.4249,144.3,156.8,168.9,1.347,1.605,1.89,12.83,69.9,1004,0,0,0,0,0,0,
00:59:00 06/06/2017,-2.894,-2.503,-0.4382,-0.4382,127.1,138.1,148.9,1.437,1.713,1.985,12.19,84.5,1004,0,0,0,0,0,0,
01:59:00 06/06/2017,-2.711,-2.393,-0.4235,-0.4235,122.1,132.1,142.4,1.198,1.447,1.69,12.01,84.81,1004,0,0,0,0,0,0,
02:59:00 06/06/2017,4.361,4.147,7.837,7.837,119.4,135.4,150.8,1.732,2.147,2.54,12.5,80.91,1003,0,0,0,0,0,0,
03:59:00 06/06/2017,56.69,26.98,253,253,116.6,131.7,147.2,2.023,2.465,2.902,12.9,76.83,1002,0,0,0,0,0,0,
04:59:00 06/06/2017,167.7,64.58,451.1,451.1,122.7,136.1,149.8,2.49,2.968,3.447,13.68,76.24,1002,0,0,0,0,0,0,
05:59:00 06/06/2017,303.8,81.81,610.9,610.9,118.8,133.4,147.6,2.652,3.362,4.068,14.42,74.87,1002,0,0,0,0,0,0,
06:59:00 06/06/2017,435.7,127.2,626.9,626.9,113.7,128,141.4,2.767,3.365,4,15.46,72.17,1002,0,0,0,0,0,0,
07:59:00 06/06/2017,440,299.5,236.8,236.8,106.5,119.2,133.3,2.602,3.125,3.678,16.73,68.45,1001,0,0,0,0,0,0,
08:59:00 06/06/2017,484.4,397.2,123.1,123.1,117,130.6,145.3,3.258,3.978,4.628,17.72,64.13,1001,0,0,0,0,0,0,
09:59:00 06/06/2017,735.9,280.7,586.4,586.4,114.7,126.8,142.9,3.345,4.167,4.993,18.9,58.36,999.9,0,0,0,0,0,0,
10:59:00 06/06/2017,550.3,410.6,164.5,164.5,109.4,122.7,136.6,4.247,4.997,5.732,18.85,55.9,999.4,0,0,0,0,0,0,
11:59:00 06/06/2017,209.1,209.7,0.7597,0.7597,107,120.7,135,3.228,3.982,4.68,17.74,61.39,998.7,0,0.1667,0,0,0,0,
12:59:00 06/06/2017,522.9,392.3,158.1,158.1,107.3,122.9,137.9,3.763,4.607,5.512,18.49,60.18,997.9,0,0,0,0,0,0,
13:59:00 06/06/2017,277.4,275.9,3.073,3.073,113.2,126,140.5,3.918,4.677,5.397,19.07,59.03,997.3,0,0,0,0,0,0,
14:59:00 06/06/2017,267.2,254.7,21.89,21.89,103.2,118.2,132.3,3.785,4.623,5.468,19.55,56.83,996.7,0,0,0,0,0,0,
15:59:00 06/06/2017,144,146,0.5432,0.5432,107.5,121.8,136.7,3.42,4.142,4.862,19.25,58.44,996.4,0,0,0,0,0,0,
16:59:00 06/06/2017,73.46,74.84,-0.0112,-0.0112,108.5,122.7,136.7,3.302,4.043,4.793,18.65,58.4,996.2,0.02,4.5,0.01167,0,0,0,
17:59:00 06/06/2017,109,109.7,3.794,3.794,105.2,118.7,132.4,3.89,4.67,5.39,18.25,59.29,995.6,0,0,0,0,0,0,
18:59:00 06/06/2017,27.34,27.92,-0.01676,-0.01676,99.02,111.2,124.6,4.087,4.953,5.765,17.63,60.33,995.3,0,0,0,0,0,0,
19:59:00 06/06/2017,1.985,2.33,-0.3996,-0.3996,93.2,106.5,118.8,3.95,4.638,5.323,17.03,63.89,995.2,0.07,9,0.05667,0,0,0,
20:59:00 06/06/2017,-1.272,-0.7476,-0.6974,-0.6974,128.3,143.4,158.9,2.433,3.023,3.727,15.25,77.99,995.6,3.8,42.83,3.748,0,0,0,
21:59:00 06/06/2017,-0.8751,-0.2801,-0.2061,-0.2061,104,113.6,124.1,3.65,4.45,5.285,14.18,86.37,995.4,1.55,54.17,1.513,0,0,0,
22:59:00 06/06/2017,-0.5351,-0.2425,-0.09545,-0.09545,117.3,125.2,140.2,1.948,2.427,2.925,13.79,88.61,994.7,0.66,50.5,0.6117,0,0,0,
23:59:00 06/06/2017,-0.4131,-0.1503,-0.1001,-0.1001,140.6,148.8,156.1,2.225,2.702,3.14,13.53,89.01,994.4,2.43,53,2.383,0,0,0,
00:59:00 07/06/2017,-0.6719,-0.1975,-0.5761,-0.5761,283.9,295.4,302.5,2.082,2.473,2.848,12.47,85.34,994.5,1.34,56.83,1.282,0,0,0,
01:59:00 07/06/2017,-0.5586,-0.318,-0.1672,-0.1672,266.5,261,261,0.6333,0.7967,0.9783,12.07,87.85,994.5,1.09,59.33,1.048,0,0,0,
02:59:00 07/06/2017,0.09862,0.2237,-0.06827,-0.06827,243.9,248.8,247.9,0.5183,0.6367,0.775,12.01,88.88,994.1,1.65,59.67,1.597,0,0,0,
03:59:00 07/06/2017,3.1,3.273,-0.0508,-0.0508,193.4,208,222.4,0.625,0.7833,0.9533,11.94,89.25,994.4,1.82,59.5,1.77,0,0,0,
04:59:00 07/06/2017,11.53,11.84,-0.08077,-0.08077,206.1,217.6,230.3,1.147,1.402,1.673,11.96,89.23,994.3,1.98,59.67,1.935,0,0,0,
05:59:00 07/06/2017,35.26,35.92,-0.2501,-0.2501,213.8,226.7,238,1.847,2.228,2.585,12.08,87.18,994.2,0.28,34.67,0.2433,0,0,0,
06:59:00 07/06/2017,72.86,74.06,-0.1717,-0.1717,213.6,226.7,239.5,2.033,2.445,2.838,12.12,83.35,994.4,0.03,5.833,0.01833,0,0,0,
07:59:00 07/06/2017,122.9,123.9,0.2627,0.2627,203.9,220.4,238,1.878,2.355,2.855,12.32,81.39,994.9,0,0,0,0,0,0,
08:59:00 07/06/2017,275,248.1,38,38,199.6,217.7,238.8,2.138,2.683,3.272,13.04,77.08,995.5,0.01,1.167,0.005,0,0,0,
09:59:00 07/06/2017,305.4,257,56.57,56.57,199.7,214.7,230.7,2.32,3,3.707,14.08,69.68,995.8,1.47,8.667,1.467,0,0,0,
10:59:00 07/06/2017,482.6,242.4,262.7,262.7,181.4,197.3,219.5,2,2.648,3.318,12.9,76.33,996,0.61,13.5,0.595,0,0,0,
11:59:00 07/06/2017,460.5,232.1,267.9,267.9,175.8,199.2,224.4,2.757,3.765,4.837,14.52,68.92,996.3,0.22,11,0.2133,0,0,0,
12:59:00 07/06/2017,432.5,330.1,101.4,101.4,197.4,212.8,229.2,2.2,2.945,3.672,13.27,75.33,997,0.63,7.833,0.6217,0,0,0,
13:59:00 07/06/2017,316.9,254.4,75.81,75.81,193.6,217.2,238.8,3.607,4.732,5.893,14.04,66.35,997.3,0.01,2.667,0.01,0,0,0,
14:59:00 07/06/2017,214.6,213.2,4.84,4.84,177,206,224,2.573,3.933,5.303,13.58,66.37,997.6,0.02,2.167,0.01167,0,0,0,
15:59:00 07/06/2017,102.4,103.8,0.04556,0.04556,177,204,224.3,2.472,3.395,4.322,12.65,75.38,997.6,0.39,35.5,0.3483,0,0,0,
16:59:00 07/06/2017,40.73,40.95,0.04752,0.04752,171,195,218.8,2.588,3.585,4.617,12.22,79.59,997.6,0.13,6,0.11,0,0,0,
17:59:00 07/06/2017,46.52,47.25,-0.03044,-0.03044,168.5,192.3,224.4,2.078,3.058,4.11,12.27,82.71,997.9,0.33,16.17,0.3183,0,0,0,
18:59:00 07/06/2017,23.37,23.98,-0.05654,-0.05654,172.6,194.1,219.8,1.885,2.633,3.5,12.13,85.67,998.3,1.19,25.5,1.17,0,0,0,
19:59:00 07/06/2017,10.54,11.02,-0.08141,-0.08141,198.4,211.5,229,2.403,3.138,3.837,12.21,84.8,998.7,0.15,9.667,0.1383,0,0,0,
20:59:00 07/06/2017,-0.6685,-0.2909,-0.3601,-0.3601,196.4,215.7,230.6,2.378,3.09,3.845,11.94,83.83,999.3,0.92,33.83,0.885,0,0,0,
21:59:00 07/06/2017,-0.6236,-0.1528,-0.4933,-0.4933,203.3,219,234,3.03,3.823,4.595,11.29,85.33,999.6,1.5,54,1.447,0,0,0,
22:59:00 07/06/2017,-0.5019,-0.1183,-0.4407,-0.4407,200.1,219.7,239,2.52,3.23,3.97,10.99,85.76,999.9,0.53,25.83,0.5117,0,0,0,
23:59:00 07/06/2017,-0.4054,-0.077,-0.3982,-0.3982,200.4,217.2,233.5,2.77,3.592,4.46,10.89,85.48,1000,0.14,12.5,0.125,0,0,0,
00:59:00 08/06/2017,-0.5849,-0.3429,-0.4459,-0.4459,206.7,223.7,239.4,3.142,3.93,4.675,10.93,83.86,1000,0.06,4.833,0.05,0,0,0,
01:59:00 08/06/2017,-0.5096,-0.4943,-0.5788,-0.5788,207.2,222.9,240.1,3.315,4.093,4.922,11,82.63,1000,0.06,8.167,0.04667,0,0,0,
02:59:00 08/06/2017,-0.4438,-0.4135,-0.8062,-0.8062,217.8,229.7,241.4,4.365,5.197,6.055,11.34,78.79,1001,0.2,20,0.1733,0,0,0,
03:59:00 08/06/2017,9.289,9.576,-0.3824,-0.3824,216,229.4,240.9,4.365,5.18,6.053,11.56,76.26,1001,0,0.1667,0,0,0,0,
04:59:00 08/06/2017,27.31,27.91,0.02047,0.02047,223,235.6,248,4.222,5.083,5.987,11.79,74.1,1002,0,0.6667,0,0,0,0,
05:59:00 08/06/2017,49.76,50.48,0.2214,0.2214,226.5,239.9,247.6,3.902,4.687,5.445,11.98,72.96,1003,0,0,0,0,0,0,
06:59:00 08/06/2017,115.4,116,1.683,1.683,234.5,248.3,262.2,3.958,4.77,5.575,12.27,71.94,1003,0,0,0,0,0,0,
07:59:00 08/06/2017,381.1,331.8,78.44,78.44,237.3,253.2,269.9,4.165,5.138,6.015,13.24,67.87,1004,0,0,0,0,0,0,
08:59:00 08/06/2017,681,273.6,559.6,559.6,245.1,256.6,269.6,4.333,5.432,6.492,14.3,61.75,1005,0,0,0,0,0,0,
09:59:00 08/06/2017,713.8,284.3,556,556,242.8,258.8,275.1,4.257,5.345,6.443,15.41,56.02,1005,0,0,0,0,0,0,
10:59:00 08/06/2017,638.4,306.5,395.2,395.2,246.8,266.3,272.9,3.922,4.835,5.76,16.22,51.77,1006,0,0,0,0,0,0,
11:59:00 08/06/2017,727.2,218.3,602.9,602.9,240.4,258.5,274.7,3.673,4.643,5.542,16.91,49.69,1006,0,0,0,0,0,0,
12:59:00 08/06/2017,662.8,250.1,516.6,516.6,248.3,264.2,274.9,3.517,4.457,5.385,17.29,49.77,1007,0,0,0,0,0,0,
13:59:00 08/06/2017,520.2,271.7,319,319,236.2,249,261.2,3.742,4.458,5.193,17.41,52.87,1007,0,0,0,0,0,0,
14:59:00 08/06/2017,291.9,230.6,95.27,95.27,225,237.6,250,3.417,4.062,4.752,16.76,58.6,1007,0,0,0,0,0,0,
15:59:00 08/06/2017,142.1,143.9,0.4519,0.4519,233.3,244.8,255.1,3.078,3.63,4.15,16.01,62.04,1007,0,0,0,0,0,0,
16:59:00 08/06/2017,111,112.5,0.3507,0.3507,228,239.8,250.2,2.853,3.31,3.772,15.91,63.64,1007,0,0,0,0,0,0,
17:59:00 08/06/2017,36.77,37.42,0.02484,0.02484,220.6,233.1,245.7,2.605,3.092,3.535,15.61,65.03,1007,0,0,0,0,0,0,
18:59:00 08/06/2017,9.506,10.07,-0.5989,-0.5989,213.6,226.1,238.4,2.123,2.485,2.867,14.8,73.28,1008,0,0.3333,0,0,0,0,
19:59:00 08/06/2017,3.207,3.34,-0.537,-0.537,197.4,211.9,225.9,1.54,1.913,2.267,13.92,81.66,1008,0.02,6,0.001667,0,0,0,
20:59:00 08/06/2017,-0.7305,-0.5209,-0.3795,-0.3795,173.2,193.8,221.8,1.088,1.485,1.89,13.43,86.39,1008,0.06,14.17,0.04333,0,0,0,
21:59:00 08/06/2017,-0.4239,-0.2256,-0.2274,-0.2274,181.6,205.5,221.6,1.055,1.422,1.788,13.3,88.28,1008,0.29,34.5,0.245,0,0,0,
22:59:00 08/06/2017,-0.2681,-0.1305,-0.161,-0.161,171.9,197.9,212.6,0.9917,1.392,1.812,13.3,88.99,1008,0.25,18.5,0.2267,0,0,0,
23:59:00 08/06/2017,-0.2772,-0.1555,-0.1148,-0.1148,170.6,188.7,209.8,1.073,1.46,1.875,13.32,89.27,1007,0,0,0,0,0,0,
00:59:00 09/06/2017,-0.3058,-0.2089,-0.06282,-0.06282,169.3,192.3,202.9,1.047,1.397,1.798,13.43,89.34,1007,0,0,0,0,0,0,
01:59:00 09/06/2017,-0.2207,-0.1587,-0.05729,-0.05729,168.1,184.3,208.7,0.9283,1.305,1.683,13.39,89.46,1006,0,0.1667,0,0,0,0,
02:59:00 09/06/2017,3.673,3.922,-0.2723,-0.2723,151.6,167.9,183.4,1.947,2.398,2.893,13.2,89.23,1006,0,0,0,0,0,0,
03:59:00 09/06/2017,26.14,26.17,4.288,4.288,153,164.6,182,1.975,2.39,2.862,13.49,87.98,1006,0,0,0,0,0,0,
04:59:00 09/06/2017,154.8,76.03,333,333,150.2,174,188.8,1.587,2.078,2.57,14.28,84.1,1006,0,0,0,0,0,0,
05:59:00 09/06/2017,297.8,132.1,470.5,470.5,161.6,180.2,197.4,1.618,2.088,2.513,15.56,79.22,1006,0,0,0,0,0,0,
06:59:00 09/06/2017,348.2,224.8,263.2,263.2,156.8,175.6,193.7,1.538,1.992,2.44,16.65,75.16,1006,0,0,0,0,0,0,
07:59:00 09/06/2017,352.9,256.3,155.2,155.2,170.4,177,186.6,1.497,1.908,2.363,17.08,72.86,1006,0,0,0,0,0,0,
08:59:00 09/06/2017,700.6,265.1,608.1,608.1,150,166.3,176.3,2.073,2.555,3.035,18.62,66.64,1006,0,0,0,0,0,0,
09:59:00 09/06/2017,727.1,299,550.8,550.8,119,132.1,144.7,2.333,2.802,3.292,19.47,63.9,1006,0,0,0,0,0,0,
10:59:00 09/06/2017,812.8,220.8,713.3,713.3,115,126,137.1,2.53,2.983,3.408,19.64,62.5,1006,0,0,0,0,0,0,
11:59:00 09/06/2017,601.1,382,260.5,260.5,127.1,141.7,156.9,2.647,3.208,3.753,19.93,58.44,1005,0,0,0,0,0,0,
12:59:00 09/06/2017,459.7,404.2,70.52,70.52,126.5,142.5,157.5,2.605,3.18,3.723,20.18,55.69,1005,0,0,0,0,0,0,
13:59:00 09/06/2017,658.2,335.8,435.8,435.8,135.6,150.1,165.4,3.42,4.118,4.8,20.93,57.57,1004,0,0,0,0,0,0,
14:59:00 09/06/2017,539.1,324.1,323,323,127.8,141.7,157.4,3.558,4.292,4.987,20.62,57.33,1004,0,0,0,0,0,0,
15:59:00 09/06/2017,272.1,257.2,31.71,31.71,112.4,126.7,139.8,3.282,3.987,4.697,19.66,61.52,1003,0,0,0,0,0,0,
16:59:00 09/06/2017,176.3,165,36.46,36.46,114.7,128.4,142.6,2.69,3.283,3.843,19.1,62.33,1003,0,0,0,0,0,0,
17:59:00 09/06/2017,91.08,84.4,25.31,25.31,110.8,123.6,136.2,2.6,3.152,3.735,18.75,62.84,1002,0,0,0,0,0,0,
18:59:00 09/06/2017,29.47,30.18,-0.0618,-0.0618,113.8,131.6,148.8,2.578,3.283,3.98,18.5,63.31,1002,0,0,0,0,0,0,
19:59:00 09/06/2017,-0.3762,0.5385,-1.154,-1.154,191.4,204.1,217.6,1.852,2.298,2.758,16.95,74.84,1003,2.19,24.5,2.162,0,0,0,
20:59:00 09/06/2017,-0.8844,-0.1763,-0.5907,-0.5907,263.6,280.7,296.6,2.038,2.555,3.045,15.09,85.53,1004,0.37,27.83,0.345,0,0,0,
21:59:00 09/06/2017,-0.6329,-0.2117,-0.3166,-0.3166,233.7,247.7,255.2,1.912,2.298,2.69,14.45,87.43,1004,0,0.1667,0,0,0,0,
22:59:00 09/06/2017,-0.9798,-0.57,-0.3922,-0.3922,236.4,249,261.5,2.702,3.182,3.665,14.23,87.4,1005,0,0,0,0,0,0,
23:59:00 09/06/2017,-1.628,-1.133,-0.4947,-0.4947,241.8,251.2,261.4,1.835,2.157,2.5,13.71,88.06,1006,0,0,0,0,0,0,
00:59:00 10/06/2017,-0.9061,-0.5687,-0.2892,-0.2892,242.5,255.2,268.4,2.372,2.817,3.265,13.35,88.23,1006,0,0,0,0,0,0,
01:59:00 10/06/2017,-0.9733,-0.6392,-0.3297,-0.3297,246.6,262.9,278.2,2.285,2.815,3.363,13.31,87.34,1006,0,0,0,0,0,0,
02:59:00 10/06/2017,1.872,2.424,-0.4912,-0.4912,257.9,272.3,287.3,2.262,2.785,3.318,13.06,87.79,1007,0,0,0,0,0,0,
03:59:00 10/06/2017,11.64,11.72,2.097,2.097,257.4,271.4,279,2.188,2.707,3.193,12.99,86.9,1008,0,0,0,0,0,0,
04:59:00 10/06/2017,63.73,65.02,0.3696,0.3696,260.4,276.1,287.1,1.965,2.457,2.925,13.26,85.97,1008,0,0,0,0,0,0,
05:59:00 10/06/2017,111.3,113.2,0.7011,0.7011,254,266.2,278.9,1.778,2.152,2.505,13.78,84.67,1009,0,0,0,0,0,0,
06:59:00 10/06/2017,112.7,114.6,0.6077,0.6077,254.6,272,277.1,1.498,1.843,2.182,14.16,81.27,1010,0,0,0,0,0,0,
07:59:00 10/06/2017,136.1,138,0.7358,0.7358,255.3,267.7,275.5,1.838,2.237,2.625,14.2,79.26,1010,0,0,0,0,0,0,
08:59:00 10/06/2017,300.5,298.3,8.098,8.098,251.7,264.7,277.2,1.762,2.1,2.44,14.76,75.76,1011,0,0,0,0,0,0,
09:59:00 10/06/2017,537.9,272.6,335.4,335.4,239.8,252.4,267.8,1.743,2.117,2.5,16.04,68.31,1011,0,0,0,0,0,0,
10:59:00 10/06/2017,523.8,222.1,362.3,362.3,256.2,273.4,279.6,1.678,2.088,2.487,17.19,60.8,1011,0,0,0,0,0,0,
11:59:00 10/06/2017,519.2,214.2,369.1,369.1,265.9,281.3,290.9,1.918,2.35,2.778,17.75,55.85,1012,0,0,0,0,0,0,
12:59:00 10/06/2017,619.5,254.7,449,449,272.7,284.8,291.2,2.308,2.713,3.137,18.45,53.31,1012,0,0,0,0,0,0,
13:59:00 10/06/2017,436.2,286.9,193.5,193.5,264.6,280.1,283.5,1.865,2.245,2.605,18.8,52.34,1012,0,0,0,0,0,0,
14:59:00 10/06/2017,512.1,210.2,462.8,462.8,261.5,273,271.8,1.847,2.227,2.563,19.12,50.96,1012,0,0,0,0,0,0,
15:59:00 10/06/2017,511.9,168.4,639.4,639.4,266.8,282.6,287.6,1.918,2.402,2.867,19.36,49.95,1012,0,0,0,0,0,0,
16:59:00 10/06/2017,285.5,92.64,436.2,436.2,259.7,272.9,287.5,2.075,2.488,2.91,19.25,51.26,1012,0,0,0,0,0,0,
17:59:00 10/06/2017,157.2,80.81,304.9,304.9,254.1,272.2,289.9,1.612,2.067,2.51,18.51,54.19,1012,0,0,0,0,0,0,
18:59:00 10/06/2017,100.8,33.27,412.5,412.5,252.4,268,283.1,1.423,1.722,2.035,18.43,55.9,1012,0,0,0,0,0,0,
19:59:00 10/06/2017,14.4,8.755,88.24,88.24,237.3,246.7,257.2,1.37,1.588,1.813,17.17,62.63,1012,0,0,0,0,0,0,
20:59:00 10/06/2017,-1.938,-2.637,-0.8523,-0.8523,202.9,215,226.5,0.8167,1.005,1.198,16.06,68.79,1012,0,0,0,0,0,0,
21:59:00 10/06/2017,-2.557,-2.439,-0.5994,-0.5994,199.2,211.6,223.9,0.9267,1.148,1.39,15.17,72.53,1013,0,0,0,0,0,0,
22:59:00 10/06/2017,-3.23,-2.405,-0.6066,-0.6066,205.8,219.3,232.4,1.363,1.698,2.017,14.91,75.19,1012,0,0,0,0,0,0,
23:59:00 10/06/2017,-1.81,-1.27,-0.3187,-0.3187,209.2,222.3,234.7,1.447,1.752,2.05,14.68,76.08,1012,0,0,0,0,0,0,
00:59:00 11/06/2017,-0.7038,-0.5205,-0.05733,-0.05733,190.8,209.3,228.4,0.8533,1.128,1.415,15.05,74.82,1012,0,0,0,0,0,0,
01:59:00 11/06/2017,-0.5702,-0.4344,-0.04757,-0.04757,191.1,209.3,226.9,0.9617,1.26,1.552,15.38,74.15,1012,0,0,0,0,0,0,
02:59:00 11/06/2017,2.619,2.924,-0.2318,-0.2318,189.9,210.1,231,1.235,1.58,1.892,15.68,72.9,1012,0,0,0,0,0,0,
03:59:00 11/06/2017,22.27,22.87,0.03723,0.03723,195.9,212.8,222.7,1.387,1.717,2.043,15.93,71,1011,0,0,0,0,0,0,
04:59:00 11/06/2017,37.54,38.39,0.1831,0.1831,203.8,219.6,231.4,1.675,2.073,2.448,16.16,69.68,1011,0,0,0,0,0,0,
05:59:00 11/06/2017,75.98,77.54,0.347,0.347,184.6,197.7,212.9,0.875,1.11,1.353,16.21,71.87,1011,0,0,0,0,0,0,
06:59:00 11/06/2017,221.6,224.7,2.28,2.28,162.1,174.4,192.9,1.35,1.695,2.012,17.34,68.11,1010,0,0,0,0,0,0,
07:59:00 11/06/2017,347.1,311.7,60.36,60.36,165.4,176,197.6,1.127,1.648,2.193,18.85,62.05,1010,0,0,0,0,0,0,
08:59:00 11/06/2017,494.1,377.6,164.3,164.3,179.5,195.7,218.8,1.66,2.313,2.997,19.88,58.84,1009,0,0,0,0,0,0,
09:59:00 11/06/2017,505.6,494.9,18.86,18.86,164.3,188.4,211.6,1.462,2.15,2.848,21.08,56.52,1009,0,0,0,0,0,0,
10:59:00 11/06/2017,760.8,302.6,554.4,554.4,189.6,205.9,222.3,2.053,2.862,3.62,21.79,56.11,1008,0,0,0,0,0,0,
11:59:00 11/06/2017,789.9,295.5,587.7,587.7,203.7,224.2,237.2,3.8,4.808,5.883,22.8,51.54,1007,0,0,0,0,0,0,
12:59:00 11/06/2017,696.9,366.1,406.8,406.8,228.9,241.2,253.8,3.86,4.592,5.322,22.73,51.61,1007,0,0,0,0,0,0,
13:59:00 11/06/2017,419.5,391.5,42.47,42.47,234.6,248,256.2,3.19,3.927,4.668,22.63,55.24,1007,0,0,0,0,0,0,
14:59:00 11/06/2017,235.8,229.1,11.8,11.8,234.3,246.8,258.2,2.878,3.457,4.022,22.42,59.55,1006,0,0,0,0,0,0,
